protein,num_pfams,pfam_accession,pfam_name
NP_415946.1,1,PF03595,SLAC1
NP_415948.1,1,PF11769,DUF3313
NP_415950.4,1,PF03594,BenE
NP_415953.1,1,PF10829,DUF2554
NP_415954.2,1,PF07927,HicA_toxin
NP_415959.1,1,PF00528,BPD_transp_1
NP_415960.1,1,PF00528,BPD_transp_1
NP_415961.1,1,PF00171,Aldedh
NP_415962.2,1,PF10753,Toxin_GhoT_OrtT
NP_415963.1,1,PF10735,DUF2526
NP_415964.1,1,PF04657,DMT_YdcZ
NP_415972.1,1,PF17520,DUF5445
NP_415978.1,1,PF01361,Tautomerase
NP_415979.2,1,PF01613,Flavin_Reduct
NP_415980.1,1,PF00797,Acetyltransf_2
NP_415981.1,1,PF02567,PhzC-PhzF
NP_415982.1,1,PF02665,Nitrate_red_gam
NP_415983.1,1,PF02613,Nitrate_red_del
NP_415986.1,1,PF07690,MFS_1
NP_415990.5,1,PF00892,EamA
NP_415993.1,1,PF01292,Ni_hydr_CYTB
NP_415994.4,1,PF01381,HTH_3
NP_415997.1,1,PF08136,SRA_like
NP_415998.4,1,PF10684,BDM
NP_415999.1,1,PF02566,OsmC
NP_416004.1,1,PF00496,SBP_bac_5
NP_416008.1,1,PF02638,GHL10
NP_416010.1,1,PF00282,Pyridoxal_deC
NP_416012.1,1,PF07715,Plug
NP_416017.1,1,PF17073,SafA
NP_416018.1,1,PF00384,Molybdopterin
NP_416019.1,1,PF09160,FimH_man-bind
NP_416020.1,1,PF00419,Fimbrial
NP_416021.1,1,PF00419,Fimbrial
NP_416029.1,1,PF04198,Sugar-bind
NP_416031.1,1,PF02653,BPD_transp_2
NP_416032.1,1,PF02653,BPD_transp_2
NP_416033.1,1,PF13407,Peripla_BP_4
NP_416034.1,1,PF01791,DeoC
NP_416035.1,1,PF03992,ABM
NP_416037.2,1,PF25539,Bestrophin_2
NP_416039.1,1,PF00990,GGDEF
NP_416040.1,1,PF13811,DUF4186
NP_416041.1,1,PF04960,Glutaminase
NP_416042.2,1,PF00171,Aldedh
NP_416045.1,1,PF07690,MFS_1
NP_416046.1,1,PF01914,MarC
NP_416049.1,1,PF13999,MarB
NP_416050.4,1,PF00892,EamA
NP_416051.1,1,PF07690,MFS_1
NP_416054.1,1,PF04076,BOF
NP_416055.1,1,PF02464,CinA
NP_416056.1,1,PF01432,Peptidase_M3
NP_416059.1,1,PF14001,YdfZ
NP_416062.2,1,PF27475,YnaE
NP_416067.2,1,PF07166,DUF1398
NP_416068.2,1,PF08178,GnsAB_toxin
NP_416070.1,1,PF00313,CSD
NP_416071.1,1,PF10721,DUF2514
NP_416072.1,1,PF00959,Phage_lysozyme
NP_416073.1,1,PF07041,DUF1327
NP_416074.4,1,PF04971,Phage_holin_2_1
NP_416075.1,1,PF00313,CSD
NP_416076.1,1,PF00313,CSD
NP_416078.4,1,PF06147,DUF968
NP_416079.1,1,PF27490,Rem
NP_416080.1,1,PF01848,HOK_GEF
NP_416081.1,1,PF05016,ParE_toxin
NP_416082.1,1,PF04221,RelB
NP_416084.1,1,PF14282,FlxA
NP_416087.1,1,PF14549,P22_Cro
NP_416089.1,1,PF07151,DUF1391
NP_416092.1,1,PF05358,DicB
NP_416093.1,1,PF07358,DUF1482
NP_416099.1,1,PF02694,UPF0060
NP_416100.1,1,PF06932,DUF1283
NP_416102.2,1,PF06788,UPF0257
NP_416103.2,1,PF06649,DUF1161
NP_416107.1,1,PF04976,DmsC
NP_416108.2,1,PF02613,Nitrate_red_del
NP_416109.2,1,PF00654,Voltage_CLC
NP_416111.1,1,PF00480,ROK
NP_416114.2,1,PF06392,Asr
NP_416116.1,1,PF00893,Multi_Drug_Res
NP_416117.1,1,PF00893,Multi_Drug_Res
NP_416118.1,1,PF01594,AI-2E_transport
NP_416119.1,1,PF02233,PNTB
NP_416121.1,1,PF07338,YdgH_BhsA-like
NP_416124.1,1,PF06942,GlpM
NP_416127.1,1,PF05472,Ter
NP_416131.1,1,PF06097,DUF945
NP_416132.2,1,PF03573,OprD
NP_416135.1,1,PF00440,TetR_N
NP_416139.1,1,PF00155,Aminotran_1_2
NP_416140.1,1,PF00962,A_deaminase
NP_416142.1,1,PF05321,HHA
NP_416143.2,1,PF10754,DUF2569
NP_416144.1,1,PF02508,Rnf-Nqr
NP_416147.1,1,PF03116,NQR2_RnfD_RnfE
NP_416148.1,1,PF04205,FMN_bind
NP_416149.1,1,PF02508,Rnf-Nqr
NP_416156.4,1,PF09864,MliC
NP_416157.1,1,PF03702,AnmK
NP_416160.1,1,PF07869,DUF1656
NP_416163.1,1,PF00080,Sod_Cu
NP_416165.2,1,PF06945,DUF1289
NP_416167.1,1,PF00724,Oxidored_FMN
NP_416169.1,1,PF00929,RNase_T
NP_416171.1,1,PF00462,Glutaredoxin
NP_416172.1,1,PF00877,NLPC_P60
NP_416179.1,1,PF00677,Lum_binding
NP_416182.1,1,PF08803,ydhR
NP_416183.1,1,PF13454,NAD_binding_9
NP_416184.1,1,PF27195,YdhT_N
NP_416185.1,1,PF01292,Ni_hydr_CYTB
NP_416187.1,1,PF27264,YdhW_C
NP_416190.1,1,PF10965,DUF2767
NP_416192.1,1,PF04728,LPP
NP_416194.1,1,PF02657,SufE
NP_416195.1,1,PF00266,Aminotran_5
NP_416196.1,1,PF01458,SUFBD_core
NP_416197.1,1,PF00005,ABC_tran
NP_416199.1,1,PF01521,Fe-S_biosyn
NP_416200.2,1,PF15930,YdiH
NP_416201.1,1,PF03061,4HBT
NP_416203.1,1,PF01594,AI-2E_transport
NP_416204.2,1,PF08965,Aca2_YdiL
NP_416205.1,1,PF07690,MFS_1
NP_416206.6,1,PF07690,MFS_1
NP_416208.1,1,PF01487,DHquinase_I
NP_416209.1,1,PF01144,CoA_trans
NP_416212.1,1,PF01012,ETF
NP_416218.1,1,PF03618,Kinase-PPPase
NP_416219.1,1,PF00793,DAHP_synth_1
NP_416220.1,1,PF10636,hemP
NP_416221.1,1,PF02696,SelO
NP_416222.1,1,PF00563,EAL
NP_416223.1,1,PF00877,NLPC_P60
NP_416225.1,1,PF00255,GSHPx
NP_416230.1,1,PF28075,PheM
NP_416231.1,1,PF00453,Ribosomal_L20
NP_416232.3,1,PF01632,Ribosomal_L35p
NP_416236.1,1,PF04338,DUF481
NP_416238.1,1,PF11080,GhoS
NP_416240.1,1,PF14002,YniB
NP_416242.6,1,PF04307,YdjM
NP_416243.1,1,PF00375,SDF
NP_416245.2,1,PF10729,CedA
NP_416247.1,1,PF04794,YdjC
NP_416250.1,1,PF02255,PTS_IIA
NP_416251.1,1,PF02378,PTS_EIIC
NP_416252.1,1,PF02302,PTS_IIB
NP_416253.1,1,PF04355,BamE
NP_416254.1,1,PF02540,NAD_synthase
NP_416256.2,1,PF05962,HutD
NP_416259.1,1,PF04996,AstB
NP_416260.1,1,PF00171,Aldedh
NP_416261.1,1,PF04958,AstA
NP_416263.1,1,PF03372,Exo_endo_phos
NP_416264.4,1,PF09335,VTT_dom
NP_416265.4,1,PF27149,YdjY
NP_416266.1,1,PF09335,VTT_dom
NP_416267.1,1,PF02627,CMD
NP_416269.4,1,PF00528,BPD_transp_1
NP_416270.1,1,PF00005,ABC_tran
NP_416271.4,1,PF00581,Rhodanese
NP_416272.2,1,PF01066,CDP-OH_P_transf
NP_416274.1,1,PF07383,DUF1496
NP_416276.4,1,PF06889,DUF1266
NP_416279.1,1,PF00881,Nitroreductase
NP_416282.4,1,PF00857,Isochorismatase
NP_416285.1,1,PF00248,Aldo_ket_red
NP_416286.4,1,PF00294,PfkB
NP_416287.1,1,PF01116,F_bP_aldolase
NP_416291.4,1,PF07023,DUF1315
NP_416292.1,1,PF01641,SelR
NP_416294.4,1,PF01263,Aldose_epim
NP_416295.1,1,PF00248,Aldo_ket_red
NP_416296.1,1,PF06629,MipA
NP_416298.1,1,PF04285,DUF444
NP_416301.1,1,PF04073,tRNA_edit
NP_416302.2,1,PF23689,YldA
NP_416303.1,1,PF04284,DUF441
NP_416305.1,1,PF07690,MFS_1
NP_416307.1,1,PF03891,DUF333
NP_416309.1,1,PF04226,Transgly_assoc
NP_416310.1,1,PF08956,DUF1869
NP_416311.1,1,PF09313,TehB-like
NP_416312.1,1,PF01810,LysE
NP_416314.1,1,PF00180,Iso_dh
NP_416315.1,1,PF02028,BCCT
NP_416320.1,1,PF03843,Slp
NP_416321.1,1,PF00814,TsaD
NP_416323.4,1,PF01042,Ribonuc_L-PSP
NP_416324.2,1,PF08986,DUF1889
NP_416325.1,1,PF03701,UPF0181
NP_416327.1,1,PF00293,NUDIX
NP_416332.1,1,PF03609,EII-Sor
NP_416333.4,1,PF03613,EIID-AGA
NP_416334.1,1,PF06173,DUF986
NP_416335.4,1,PF02659,Mntp
NP_416337.1,1,PF00313,CSD
NP_416338.1,1,PF10736,DUF2527
NP_416339.1,1,PF13974,YebO
NP_416340.1,1,PF13998,MgrB
NP_416343.1,1,PF01435,Peptidase_M48
NP_416347.1,1,PF04403,PqiA
NP_416348.2,1,PF02470,MlaD
NP_416350.4,1,PF07351,DUF1480
NP_416351.2,1,PF07358,DUF1482
NP_416352.4,1,PF00149,Metallophos
NP_416353.1,1,PF10709,DUF2511
NP_416354.1,1,PF05425,CopD
NP_416356.1,1,PF06440,DNA_pol3_theta
NP_416357.1,1,PF00795,CN_hydrolase
NP_416360.1,1,PF04391,DUF533
NP_416361.2,1,PF13995,YebF
NP_416362.1,1,PF07130,YebG
NP_416364.1,1,PF01081,Aldolase
NP_416369.1,1,PF03279,Lip_A_acyltrans
NP_416371.4,1,PF01297,ZnuA
NP_416376.2,1,PF05708,Peptidase_C92
NP_416377.1,1,PF02075,RuvC
NP_416379.1,1,PF00293,NUDIX
NP_416381.2,1,PF00857,Isochorismatase
NP_416382.1,1,PF01904,DUF72
NP_416383.4,1,PF01124,MAPEG
NP_416389.4,1,PF06185,YecM
NP_416391.4,1,PF07007,LprI
NP_416392.1,1,PF06366,FlhE
NP_416393.1,1,PF00771,FHIPEP
NP_416394.1,1,PF01312,Bac_export_2
NP_416395.1,1,PF04344,CheZ
NP_416396.1,1,PF00072,Response_reg
NP_416401.1,1,PF01584,CheW
NP_416405.1,1,PF05280,FlhC
NP_416406.4,1,PF05247,FlhD
NP_416407.1,1,PF03400,DDE_Tnp_IS1
NP_416409.1,1,PF00582,Usp
NP_416410.1,1,PF00982,Glyco_transf_20
NP_416415.1,1,PF00210,Ferritin
NP_416416.2,1,PF10964,DUF2766
NP_416417.1,1,PF13992,YecR
NP_416418.1,1,PF00210,Ferritin
NP_416419.1,1,PF10678,DUF2492
NP_416422.1,1,PF01066,CDP-OH_P_transf
NP_416425.1,1,PF10769,DUF2594
NP_416428.1,1,PF00528,BPD_transp_1
NP_416429.4,1,PF00291,PALP
NP_416431.2,1,PF02899,Phage_int_SAM_1
NP_416435.1,1,PF02561,FliS
NP_416436.1,1,PF05400,FliT
NP_416438.1,1,PF13987,YedD
NP_416439.1,1,PF04143,Sulf_transp
NP_416440.1,1,PF01206,TusA
NP_416447.1,1,PF02049,FliE
NP_416450.2,1,PF02108,FliH
NP_416452.1,1,PF02050,FliJ
NP_416453.1,1,PF02120,Flg_hook
NP_416454.1,1,PF03748,FliL
NP_416457.4,1,PF04347,FliO
NP_416458.1,1,PF00813,FliP
NP_416459.1,1,PF01313,Bac_export_3
NP_416460.1,1,PF01311,Bac_export_1
NP_416461.1,1,PF00196,GerE
NP_416462.1,1,PF10781,DSRB
NP_416463.4,1,PF10733,DUF2525
NP_416466.1,1,PF09926,DUF2158
NP_416467.1,1,PF05661,DUF808
NP_416468.1,1,PF00892,EamA
NP_416469.1,1,PF03852,Vsr
NP_416471.1,1,PF01966,HD
NP_416472.3,1,PF28000,DrpB
NP_416476.1,1,PF01965,DJ-1_PfpI
NP_416479.1,1,PF00576,Transthyretin
NP_416480.1,1,PF00174,Oxidored_molyb
NP_416481.1,1,PF01794,Ferric_reduct
NP_416482.1,1,PF09223,ZinT
NP_416483.4,1,PF01292,Ni_hydr_CYTB
NP_416484.2,1,PF06167,Peptidase_M90
NP_416491.3,1,PF01554,MatE
NP_416495.1,1,PF02277,DBI_PRT
NP_416496.1,1,PF02654,CobS
NP_416497.1,1,PF02283,CobU
NP_416505.2,1,PF27347,YeeR_C
NP_416506.1,1,PF04002,RadC
NP_416507.1,1,PF06174,DUF987
NP_416508.1,1,PF06154,CbeA_antitoxin
NP_416509.1,1,PF06755,CbtA_toxin
NP_416511.4,1,PF04363,DUF496
NP_416516.1,1,PF01206,TusA
NP_416517.1,1,PF04143,Sulf_transp
NP_416520.1,1,PF01370,Epimerase
NP_416521.2,1,PF02604,PhdYeFM_antitox
NP_416522.1,1,PF08047,His_leader
NP_416524.1,1,PF00815,Histidinol_dh
NP_416525.1,1,PF00155,Aminotran_1_2
NP_416531.4,1,PF02706,Wzz
NP_416542.1,1,PF00908,dTDP_sugar_isom
NP_416546.1,1,PF00483,NTP_transferase
NP_416547.1,1,PF27800,WcaM
NP_416549.1,1,PF04230,PS_pyruv_trans
NP_416555.2,1,PF00293,NUDIX
NP_416558.1,1,PF00132,Hexapep
NP_416559.1,1,PF00535,Glycos_transf_2
NP_416560.1,1,PF27321,WcaD
NP_416562.1,1,PF00132,Hexapep
NP_416565.1,1,PF01451,LMWPc
NP_416568.1,1,PF05170,AsmA
NP_416570.2,1,PF00485,PRK
NP_416575.1,1,PF10077,DUF2314
NP_416576.1,1,PF13672,PP2C_2
NP_416584.4,1,PF07411,DUF1508
NP_416586.1,1,PF04606,Ogr_Delta
NP_416589.2,1,PF27694,UCP007004
NP_416592.2,1,PF01527,HTH_Tnp_1
NP_416596.1,1,PF02302,PTS_IIB
NP_416597.1,1,PF00359,PTS_EIIA_2
NP_416598.1,1,PF08013,GatZ_KbaZ-like
NP_416599.2,1,PF01116,F_bP_aldolase
NP_416600.4,1,PF01791,DeoC
NP_416602.1,1,PF03747,ADP_ribosyl_GH
NP_416603.1,1,PF00294,PfkB
NP_416605.2,1,PF01183,Glyco_hydro_25
NP_416608.1,1,PF02583,Trns_repr_metal
NP_416610.4,1,PF11776,RcnB
NP_416611.1,1,PF00419,Fimbrial
NP_416614.1,1,PF00419,Fimbrial
NP_416615.1,1,PF10836,DUF2574
NP_416621.1,1,PF13569,DUF4132
NP_416623.2,1,PF07728,AAA_5
NP_416624.1,1,PF18934,DUF5682
NP_416627.2,1,PF06998,DUF1307
NP_416628.1,1,PF07308,DUF1456
NP_416632.1,1,PF00528,BPD_transp_1
NP_416634.1,1,PF00528,BPD_transp_1
NP_416635.1,1,PF04069,OpuAC
NP_416639.2,1,PF04893,Yip1
NP_416640.2,1,PF09335,VTT_dom
NP_416645.1,1,PF01207,Dus
NP_416646.1,1,PF03788,LrgA
NP_416647.1,1,PF04172,LrgB
NP_416649.1,1,PF02698,DUF218
NP_416650.1,1,PF10808,DUF2542
NP_416653.1,1,PF02653,BPD_transp_2
NP_416657.1,1,PF04235,DUF418
NP_416658.1,1,PF01227,GTP_cyclohydroI
NP_416663.1,1,PF03601,Cons_hypoth698
NP_416664.1,1,PF01261,AP_endonuc_2
NP_416667.1,1,PF01156,IU_nuc_hydro
NP_416670.1,1,PF04227,Indigoidine_A
NP_416671.1,1,PF00294,PfkB
NP_416673.1,1,PF00294,PfkB
NP_416675.1,1,PF07690,MFS_1
NP_416679.4,1,PF01569,PAP2
NP_416680.1,1,PF00877,NLPC_P60
NP_416682.4,1,PF00496,SBP_bac_5
NP_416683.1,1,PF00528,BPD_transp_1
NP_416684.1,1,PF00528,BPD_transp_1
NP_416686.1,1,PF13989,YejG
NP_416690.1,1,PF01386,Ribosomal_L25p
NP_416691.1,1,PF04245,NA37
NP_416692.1,1,PF07208,DUF1414
NP_416701.1,1,PF03100,CcmE
NP_416702.1,1,PF04995,CcmD
NP_416704.1,1,PF03379,CcmB
NP_416707.4,1,PF03892,NapB
NP_416711.1,1,PF03927,NapD
NP_416713.1,1,PF03974,Ecotin
NP_416715.1,1,PF00005,ABC_tran
NP_416716.1,1,PF13532,2OG-FeII_Oxy_2
NP_416718.1,1,PF02424,ApbE
NP_416725.1,1,PF01144,CoA_trans
NP_416726.1,1,PF01144,CoA_trans
NP_416727.1,1,PF02667,SCFA_trans
NP_416729.1,1,PF09906,DUF2135
NP_416732.4,1,PF06672,DUF1175
NP_416733.4,1,PF09909,DUF2138
NP_416738.1,1,PF00268,Ribonuc_red_sm
NP_416739.1,1,PF00111,Fer2
NP_416740.1,1,PF06293,Kdo
NP_416742.1,1,PF03009,GDPD
NP_416743.1,1,PF07690,MFS_1
NP_416745.1,1,PF00890,FAD_binding_2
NP_416748.1,1,PF03328,HpcH_HpaI
NP_416749.4,1,PF07690,MFS_1
NP_416752.1,1,PF00994,MoCF_biosynth
NP_416753.4,1,PF07437,YfaZ
NP_416754.1,1,PF00293,NUDIX
NP_416755.1,1,PF00300,His_Phos_1
NP_416759.1,1,PF01522,Polysacc_deac_1
NP_416762.2,1,PF11183,PmrD
NP_416768.4,1,PF00425,Chorismate_bind
NP_416774.2,1,PF04389,Peptidase_M28
NP_416775.1,1,PF08974,DUF1877
NP_416777.2,1,PF27222,YfbO
NP_416779.2,1,PF00361,Proton_antipo_M
NP_416780.1,1,PF00361,Proton_antipo_M
NP_416782.1,1,PF00420,Oxidored_q2
NP_416783.1,1,PF00499,Oxidored_q3
NP_416785.1,1,PF00146,NADHdh
NP_416788.1,1,PF01257,2Fe-2S_thioredx
NP_416790.1,1,PF01058,Oxidored_q6
NP_416791.3,1,PF00507,Oxidored_q4
NP_416797.2,1,PF03887,YfbU
NP_416798.1,1,PF04217,DUF412
NP_416799.1,1,PF00871,Acetate_kinase
NP_416801.2,1,PF03606,DcuC
NP_416802.1,1,PF00293,NUDIX
NP_416806.1,1,PF02152,FolB
NP_416810.1,1,PF00528,BPD_transp_1
NP_416811.1,1,PF00528,BPD_transp_1
NP_416812.1,1,PF00497,SBP_bac_3
NP_416813.1,1,PF00497,SBP_bac_3
NP_416814.1,1,PF02441,Flavoprotein
NP_416816.1,1,PF02674,Colicin_V
NP_416817.2,1,PF05036,SPOR
NP_416820.1,1,PF09335,VTT_dom
NP_416821.1,1,PF01416,PseudoU_synth_1
NP_416824.1,1,PF27202,Flk_N
NP_416825.1,1,PF07690,MFS_1
NP_416828.1,1,PF08891,YfcL
NP_416829.1,1,PF04315,EpmC
NP_416830.1,1,PF01925,TauE
NP_416831.1,1,PF03411,Peptidase_M74
NP_416832.1,1,PF01264,Chorismate_synt
NP_416834.1,1,PF01713,Smr
NP_416835.2,1,PF11245,DUF2544
NP_416836.1,1,PF00419,Fimbrial
NP_416837.1,1,PF00419,Fimbrial
NP_416838.1,1,PF00419,Fimbrial
NP_416841.1,1,PF00419,Fimbrial
NP_416842.1,1,PF00300,His_Phos_1
NP_416845.2,1,PF04175,DUF406
NP_416846.2,1,PF03349,Toluene_X
NP_416848.1,1,PF04333,MlaA
NP_416849.1,1,PF01226,Form_Nir_trans
NP_416851.1,1,PF04138,GtrA_DPMS_TM
NP_416852.1,1,PF00535,Glycos_transf_2
NP_416853.1,1,PF27133,YfdI_N
NP_416855.1,1,PF02413,Caudo_TAP
NP_416858.1,1,PF06069,PerC
NP_416860.4,1,PF27127,YfdP
NP_416861.1,1,PF10065,DUF2303
NP_416863.1,1,PF04448,DUF551
NP_416866.1,1,PF02447,GntP_permease
NP_416867.1,1,PF00291,PALP
NP_416872.4,1,PF02515,CoA_transf_3
NP_416873.1,1,PF03547,Mem_trans
NP_416875.1,1,PF02515,CoA_transf_3
NP_416876.1,1,PF10938,YfdX
NP_416878.1,1,PF10810,DUF2545
NP_416879.4,1,PF03279,Lip_A_acyltrans
NP_416880.1,1,PF00155,Aminotran_1_2
NP_416887.1,1,PF02378,PTS_EIIC
NP_416889.1,1,PF02685,Glucokinase
NP_416890.1,1,PF00654,Voltage_CLC
NP_416891.1,1,PF10697,DUF2502
NP_416893.1,1,PF01566,Nramp
NP_416895.2,1,PF01609,DDE_Tnp_1
NP_416897.2,1,PF07037,YfeC-like
NP_416902.1,1,PF01048,PNP_UDP_1
NP_416903.1,1,PF03502,Channel_Tsx
NP_416907.1,1,PF04354,ZipA_C
NP_416908.1,1,PF07264,EI24
NP_416909.1,1,PF00291,PALP
NP_416910.1,1,PF00381,PTS-HPr
NP_416912.1,1,PF00358,PTS_EIIA_1
NP_416914.1,1,PF17263,DUF5329
NP_416915.1,1,PF05406,WGR
NP_416916.1,1,PF00291,PALP
NP_416919.1,1,PF00528,BPD_transp_1
NP_416925.2,1,PF00144,Beta-lactamase
NP_416927.1,1,PF06572,DUF1131
NP_416928.4,1,PF11143,DUF2919
NP_416930.1,1,PF01520,Amidase_3
NP_416931.1,1,PF01218,Coprogen_oxidas
NP_416934.1,1,PF00936,BMC
NP_416935.1,1,PF05985,EutC
NP_416936.4,1,PF06751,EutB
NP_416941.1,1,PF20901,Sf6_terminase
NP_416946.1,1,PF06277,EutA
NP_416947.1,1,PF04346,EutH
NP_416950.1,1,PF00171,Aldedh
NP_416951.1,1,PF03319,EutN_CcmL
NP_416952.2,1,PF00936,BMC
NP_416953.1,1,PF01515,PTA_PTB
NP_416954.1,1,PF01923,Cob_adeno_trans
NP_416957.4,1,PF00936,BMC
NP_416959.1,1,PF00923,TAL_FSA
NP_416961.1,1,PF06674,DUF1176
NP_416966.1,1,PF03960,ArsC
NP_416970.1,1,PF04228,Zn_peptidase
NP_416971.1,1,PF01259,SAICAR_synt
NP_416972.4,1,PF06804,Lipoprotein_18
NP_416973.1,1,PF00701,DHDPS
NP_416977.1,1,PF00361,Proton_antipo_M
NP_416978.4,1,PF00146,NADHdh
NP_416980.1,1,PF00420,Oxidored_q2
NP_416984.1,1,PF01058,Oxidored_q6
NP_416985.4,1,PF07450,HycH
NP_416987.1,1,PF01226,Form_Nir_trans
NP_416988.1,1,PF01594,AI-2E_transport
NP_416992.1,1,PF00860,Xan_ur_permease
NP_416995.1,1,PF00551,Formyl_trans_N
NP_416999.1,1,PF11119,DUF2633
NP_417001.1,1,PF17358,DUF5384
NP_417005.2,1,PF07191,Zn_ribbon_6
NP_417008.1,1,PF09976,TPR_21
NP_417013.1,1,PF00334,NDK
NP_417016.4,1,PF00581,Rhodanese
NP_417019.1,1,PF04384,Fe-S_assembly
NP_417022.1,1,PF07743,HSCB_C
NP_417023.1,1,PF01521,Fe-S_biosyn
NP_417024.1,1,PF01592,NifU_N
NP_417026.1,1,PF02082,Rrf2
NP_417027.1,1,PF00588,SpoU_methylase
NP_417028.1,1,PF00459,Inositol_P
NP_417030.2,1,PF00874,PRD
NP_417034.1,1,PF00866,Ring_hydroxyl_B
NP_417039.1,1,PF01263,Aldose_epim
NP_417041.1,1,PF02653,BPD_transp_2
NP_417045.4,1,PF00480,ROK
NP_417048.1,1,PF00543,P-II
NP_417050.1,1,PF13942,Lipoprotein_20
NP_417055.4,1,PF12710,HAD
NP_417058.1,1,PF01648,ACPS
NP_417059.1,1,PF03740,PdxJ
NP_417063.1,1,PF10502,Peptidase_S26
NP_417065.1,1,PF04246,RseC_MucC
NP_417073.1,1,PF01810,LysE
NP_417074.1,1,PF01228,Gly_radical
NP_417075.1,1,PF03167,UDG
NP_417078.4,1,PF03942,DTW
NP_417081.2,1,PF10043,DUF2279
NP_417084.1,1,PF02578,Cu-oxidase_4
NP_417088.1,1,PF02482,Ribosomal_S30AE
NP_417089.1,1,PF28163,PheL
NP_417092.1,1,PF00793,DAHP_synth_1
NP_417093.2,1,PF10973,DUF2799
NP_417094.1,1,PF13689,DUF4154
NP_417096.1,1,PF00691,OmpA
NP_417097.1,1,PF01245,Ribosomal_L19
NP_417098.1,1,PF01746,tRNA_m1G_MT
NP_417100.1,1,PF00886,Ribosomal_S16
NP_417102.4,1,PF01578,Cytochrom_C_asm
NP_417104.1,1,PF01025,GrpE
NP_417107.2,1,PF04355,BamE
NP_417108.4,1,PF03658,Ub-RnfH
NP_417110.1,1,PF01668,SmpB
NP_417113.1,1,PF05930,Phage_AlpA
NP_417114.1,1,PF13148,DUF3987
NP_417118.1,1,PF07510,GmrSD_C
NP_417120.2,1,PF15933,RnlB_antitoxin
NP_417122.1,1,PF06067,DUF932
NP_417124.4,1,PF20494,YfjS_YafY
NP_417125.1,1,PF27224,YfjT
NP_417130.1,1,PF03230,Antirestrict
NP_417131.1,1,PF04002,RadC
NP_417132.1,1,PF06154,CbeA_antitoxin
NP_417133.1,1,PF06755,CbtA_toxin
NP_417146.2,1,PF01266,DAO
NP_417147.1,1,PF00171,Aldedh
NP_417148.1,1,PF00202,Aminotran_3
NP_417152.1,1,PF01679,Pmp3
NP_417156.1,1,PF06610,AlaE
NP_417157.1,1,PF09400,DUF2002
NP_417159.1,1,PF00462,Glutaredoxin
NP_417160.1,1,PF07972,Flavodoxin_NdrI
NP_417162.1,1,PF00268,Ribonuc_red_sm
NP_417164.1,1,PF00528,BPD_transp_1
NP_417165.1,1,PF04069,OpuAC
NP_417167.1,1,PF03591,AzlC
NP_417168.1,1,PF05437,AzlD
NP_417172.1,1,PF02664,LuxS
NP_417173.1,1,PF04262,Glu_cys_ligase
NP_417174.1,1,PF09335,VTT_dom
NP_417176.1,1,PF02599,CsrA
NP_417180.1,1,PF02464,CinA
NP_417181.1,1,PF13406,SLT_2
NP_417184.1,1,PF03829,PTSIIA_gutA
NP_417186.1,1,PF06923,GutM
NP_417196.1,1,PF00232,Glyco_hydro_1
NP_417197.1,1,PF01750,HycI
NP_417198.1,1,PF07450,HycH
NP_417199.1,1,PF01058,Oxidored_q6
NP_417202.1,1,PF00146,NADHdh
NP_417203.1,1,PF00361,Proton_antipo_M
NP_417205.1,1,PF11046,HycA_repressor
NP_417206.1,1,PF01155,HypA
NP_417207.1,1,PF02492,cobW
NP_417208.1,1,PF01455,HupF_HypC
NP_417209.1,1,PF01924,HypD
NP_417212.1,1,PF11756,YgbA_NO
NP_417214.1,1,PF00149,Metallophos
NP_417218.1,1,PF00596,Aldolase_II
NP_417219.1,1,PF01261,AP_endonuc_2
NP_417224.1,1,PF01975,SurE
NP_417225.1,1,PF01142,TruD
NP_417226.1,1,PF02542,YgbB
NP_417228.1,1,PF04977,DivIC
NP_417229.1,1,PF12084,DUF3561
NP_417232.1,1,PF01507,PAPS_reduct
NP_417234.2,1,PF09707,Cas_Cas2CT1978
NP_417235.1,1,PF01867,Cas_Cas1
NP_417236.1,1,PF08798,CRISPR_assoc
NP_417237.2,1,PF09704,Cas_Cas5d
NP_417238.1,1,PF09344,Cas_CT1975
NP_417239.1,1,PF09485,CRISPR_Cse2
NP_417240.1,1,PF09481,CRISPR_Cse1
NP_417242.1,1,PF01507,PAPS_reduct
NP_417245.1,1,PF01242,PTPS
NP_417248.1,1,PF04309,G3P_antiterm
NP_417250.4,1,PF01012,ETF
NP_417255.1,1,PF07690,MFS_1
NP_417257.1,1,PF04055,Radical_SAM
NP_417258.4,1,PF04536,TPM_phosphatase
NP_417262.1,1,PF02452,PemK_toxin
NP_417263.1,1,PF04014,MazE_antitoxin
NP_417267.1,1,PF13378,MR_MLE_C
NP_417269.1,1,PF07690,MFS_1
NP_417270.1,1,PF00258,Flavodoxin_1
NP_417271.1,1,PF00849,PseudoU_synth_2
NP_417272.1,1,PF04287,DUF446
NP_417273.1,1,PF07348,Syd
NP_417280.1,1,PF00596,Aldolase_II
NP_417284.1,1,PF05025,RbsD_FucU
NP_417287.1,1,PF04241,DUF423
NP_417289.2,1,PF06004,DUF903
NP_417290.1,1,PF00266,Aminotran_5
NP_417291.1,1,PF02657,SufE
NP_417292.1,1,PF00899,ThiF
NP_417301.4,1,PF10713,DUF2509
NP_417303.1,1,PF07963,N_methyl
NP_417304.1,1,PF00303,Thymidylat_synt
NP_417305.1,1,PF01790,LGT
