protein,num_pfams,pfam_accession,pfam_name
NP_415487.4,7,PF10672,Methyltrans_SAM
NP_415487.4,7,PF13847,Methyltransf_31
NP_415487.4,7,PF17785,PUA_3
NP_415491.1,2,PF01058,Oxidored_q6
NP_415491.1,2,PF14720,NiFe_hyd_SSU_C
NP_415492.1,2,PF00374,NiFeSe_Hases
NP_415492.1,2,PF27537,HoxH
NP_415501.1,6,PF01656,CbiA
NP_415501.1,6,PF02706,Wzz
NP_415501.1,6,PF13500,AAA_26
NP_415501.1,6,PF13614,AAA_31
NP_415501.1,6,PF13807,GNVR
NP_415501.1,6,PF23607,WZC_N
NP_415503.1,4,PF02563,Poly_export
NP_415503.1,4,PF10531,SLBB
NP_415503.1,4,PF18412,Wza_C
NP_415503.1,4,PF22461,SLBB_2
NP_415505.1,2,PF06251,Caps_syn_GfcC_C
NP_415505.1,2,PF20616,Caps_syn_GfcC_N
NP_415510.1,2,PF00313,CSD
NP_415510.1,2,PF08206,OB_RNB
NP_415512.1,8,PF00037,Fer4
NP_415512.1,8,PF12798,Fer4_3
NP_415512.1,8,PF12801,Fer4_5
NP_415512.1,8,PF12837,Fer4_6
NP_415512.1,8,PF12838,Fer4_7
NP_415512.1,8,PF13183,Fer4_8
NP_415512.1,8,PF13187,Fer4_9
NP_415512.1,8,PF13237,Fer4_10
NP_415513.2,6,PF00072,Response_reg
NP_415513.2,6,PF00512,HisKA
NP_415513.2,6,PF00672,HAMP
NP_415513.2,6,PF01627,Hpt
NP_415513.2,6,PF02518,HATPase_c
NP_415513.2,6,PF21689,TorS_sensor_domain
NP_415514.1,2,PF00532,Peripla_BP_1
NP_415514.1,2,PF13407,Peripla_BP_4
NP_415515.1,2,PF00072,Response_reg
NP_415515.1,2,PF00486,Trans_reg_C
NP_415516.1,4,PF03264,Cytochrom_NNT
NP_415516.1,4,PF09699,Paired_CXXCH_1
NP_415516.1,4,PF14522,Cytochrome_C7
NP_415516.1,4,PF22113,Mtrc-MtrF_II-IV_dom
NP_415517.1,3,PF00384,Molybdopterin
NP_415517.1,3,PF01568,Molydop_binding
NP_415517.1,3,PF18364,Molybdopterin_N
NP_415520.1,2,PF00226,DnaJ
NP_415520.1,2,PF01556,DnaJ_C
NP_415524.1,3,PF00258,Flavodoxin_1
NP_415524.1,3,PF03358,FMN_red
NP_415524.1,3,PF12724,Flavodoxin_5
NP_415529.1,3,PF00561,Abhydrolase_1
NP_415529.1,3,PF12146,Hydrolase_4
NP_415529.1,3,PF12697,Abhydrolase_6
NP_415533.1,2,PF00440,TetR_N
NP_415533.1,2,PF08362,TetR_C_3
NP_415534.1,5,PF00171,Aldedh
NP_415534.1,5,PF01619,Pro_dh
NP_415534.1,5,PF14850,Pro_dh-DNA_bdg
NP_415534.1,5,PF18327,PRODH
NP_415534.1,5,PF21775,PutA_1st
NP_415537.1,2,PF09375,Peptidase_M75
NP_415537.1,2,PF13473,Cupredoxin_1
NP_415538.1,2,PF04261,Dyp_perox_N
NP_415538.1,2,PF20628,Dyp_perox_C
NP_415539.1,3,PF02562,PhoH
NP_415539.1,3,PF13245,AAA_19
NP_415539.1,3,PF13604,AAA_30
NP_415541.1,6,PF00535,Glycos_transf_2
NP_415541.1,6,PF03142,Chitin_synth_2
NP_415541.1,6,PF10111,Glyco_tranf_2_2
NP_415541.1,6,PF13506,Glyco_transf_21
NP_415541.1,6,PF13632,Glyco_trans_2_3
NP_415541.1,6,PF13641,Glyco_tranf_2_3
NP_415542.1,2,PF01522,Polysacc_deac_1
NP_415542.1,2,PF14883,GHL13
NP_415543.1,2,PF07719,TPR_2
NP_415543.1,2,PF21197,PgaA_barrel
NP_415544.1,2,PF00990,GGDEF
NP_415544.1,2,PF17158,MASE4
NP_415545.1,4,PF00665,rve
NP_415545.1,4,PF13276,HTH_21
NP_415545.1,4,PF13333,rve_2
NP_415545.1,4,PF13683,rve_3
NP_415551.2,2,PF02826,2-Hacid_dh_C
NP_415551.2,2,PF03446,NAD_binding_2
NP_415558.1,2,PF00196,GerE
NP_415558.1,2,PF21155,VpsT-like_REC
NP_415564.2,2,PF00614,PLDc
NP_415564.2,2,PF13091,PLDc_2
NP_415567.1,3,PF00535,Glycos_transf_2
NP_415567.1,3,PF13506,Glyco_transf_21
NP_415567.1,3,PF13632,Glyco_trans_2_3
NP_415571.1,3,PF00083,Sugar_tr
NP_415571.1,3,PF07690,MFS_1
NP_415571.1,3,PF12832,MFS_1_like
NP_415573.1,3,PF00581,Rhodanese
NP_415573.1,3,PF12368,Rhodanese_C
NP_415573.1,3,PF17773,UPF0176_N
NP_415577.1,2,PF01266,DAO
NP_415577.1,2,PF01593,Amino_oxidase
NP_415582.1,3,PF04399,Glutaredoxin2_C
NP_415582.1,3,PF13409,GST_N_2
NP_415582.1,3,PF13417,GST_N_3
NP_415584.1,3,PF00583,Acetyltransf_1
NP_415584.1,3,PF13302,Acetyltransf_3
NP_415584.1,3,PF13420,Acetyltransf_4
NP_415586.1,2,PF01408,GFO_IDH_MocA
NP_415586.1,2,PF21378,YceM-like_C
NP_415590.1,2,PF08666,SAF
NP_415590.1,2,PF13144,ChapFlgA
NP_415592.1,2,PF00460,Flg_bb_rod
NP_415592.1,2,PF06429,Flg_bbr_C
NP_415593.1,3,PF03963,FlgD
NP_415593.1,3,PF13860,FlgD_ig
NP_415593.1,3,PF13861,FLgD_tudor
NP_415594.1,4,PF00460,Flg_bb_rod
NP_415594.1,4,PF06429,Flg_bbr_C
NP_415594.1,4,PF07559,FlgE_D2
NP_415594.1,4,PF22692,LlgE_F_G_D1
NP_415595.1,3,PF00460,Flg_bb_rod
NP_415595.1,3,PF06429,Flg_bbr_C
NP_415595.1,3,PF22692,LlgE_F_G_D1
NP_415596.1,3,PF00460,Flg_bb_rod
NP_415596.1,3,PF06429,Flg_bbr_C
NP_415596.1,3,PF22692,LlgE_F_G_D1
NP_415599.1,2,PF01832,Glucosaminidase
NP_415599.1,2,PF10135,Rod-binding
NP_415600.1,4,PF00460,Flg_bb_rod
NP_415600.1,4,PF06429,Flg_bbr_C
NP_415600.1,4,PF21158,flgK_1st_1
NP_415600.1,4,PF22638,FlgK_D1
NP_415602.1,4,PF00575,S1
NP_415602.1,4,PF10150,RNase_E_G
NP_415602.1,4,PF12111,PNPase_C
NP_415602.1,4,PF20833,RNase_E_G_Thio
NP_415604.1,2,PF00849,PseudoU_synth_2
NP_415604.1,2,PF01479,S4
NP_415609.1,2,PF08541,ACP_syn_III_C
NP_415609.1,2,PF08545,ACP_syn_III
NP_415611.1,4,PF00106,adh_short
NP_415611.1,4,PF01370,Epimerase
NP_415611.1,4,PF08659,KR
NP_415611.1,4,PF13561,adh_short_C2
NP_415613.1,2,PF00109,ketoacyl-synt
NP_415613.1,2,PF02801,Ketoacyl-synt_C
NP_415617.1,3,PF09115,DNApol3-delta_C
NP_415617.1,3,PF13177,DNA_pol3_delta2
NP_415617.1,3,PF21500,HolB_lid
NP_415619.1,2,PF00367,PTS_EIIB
NP_415619.1,2,PF02378,PTS_EIIC
NP_415620.1,2,PF00593,TonB_dep_Rec_b-barrel
NP_415620.1,2,PF07715,Plug
NP_415621.3,2,PF01230,HIT
NP_415621.3,2,PF11969,DcpS_C
NP_415627.1,5,PF00070,Pyr_redox
NP_415627.1,5,PF01266,DAO
NP_415627.1,5,PF05834,Lycopene_cycl
NP_415627.1,5,PF07992,Pyr_redox_2
NP_415627.1,5,PF13454,NAD_binding_9
NP_415629.4,2,PF00440,TetR_N
NP_415629.4,2,PF16925,TetR_C_13
NP_415631.1,3,PF01476,LysM
NP_415631.1,3,PF03734,YkuD
NP_415631.1,3,PF17969,Ldt_C
NP_415632.1,9,PF00270,DEAD
NP_415632.1,9,PF00271,Helicase_C
NP_415632.1,9,PF02559,CarD_TRCF_RID
NP_415632.1,9,PF03461,TRCF
NP_415632.1,9,PF04851,ResIII
NP_415632.1,9,PF14814,UB2H
NP_415632.1,9,PF17757,UvrB_inter
NP_415632.1,9,PF21132,MFD_D3
NP_415632.1,9,PF22590,Cas3-like_C_2
NP_415634.1,2,PF02687,FtsX
NP_415634.1,2,PF12704,MacB_PCD
NP_415635.4,2,PF00005,ABC_tran
NP_415635.4,2,PF13304,AAA_21
NP_415636.1,2,PF02687,FtsX
NP_415636.1,2,PF12704,MacB_PCD
NP_415637.1,2,PF00480,ROK
NP_415637.1,2,PF02685,Glucokinase
NP_415641.1,5,PF01547,SBP_bac_1
NP_415641.1,5,PF02030,Lipoprotein_8
NP_415641.1,5,PF13343,SBP_bac_6
NP_415641.1,5,PF13416,SBP_bac_8
NP_415641.1,5,PF13531,SBP_bac_11
NP_415644.1,3,PF00005,ABC_tran
NP_415644.1,3,PF05621,TniB
NP_415644.1,3,PF08402,TOBE_2
NP_415645.1,3,PF01546,Peptidase_M20
NP_415645.1,3,PF05343,Peptidase_M42
NP_415645.1,3,PF07687,M20_dimer
NP_415646.4,2,PF08007,JmjC_2
NP_415646.4,2,PF20514,WHD_ROXA
NP_415647.1,3,PF02518,HATPase_c
NP_415647.1,3,PF08918,PhoQ_Sensor
NP_415647.1,3,PF26769,HAMP_PhoQ
NP_415648.1,2,PF00072,Response_reg
NP_415648.1,2,PF00486,Trans_reg_C
NP_415649.1,2,PF00206,Lyase_1
NP_415649.1,2,PF08328,ASL_C
NP_415651.4,5,PF02540,NAD_synthase
NP_415651.4,5,PF02568,ThiI
NP_415651.4,5,PF03054,tRNA_Me_trans
NP_415651.4,5,PF20258,tRNA_Me_trans_C
NP_415651.4,5,PF20259,tRNA_Me_trans_M
NP_415655.1,3,PF03848,TehB
NP_415655.1,3,PF08241,Methyltransf_11
NP_415655.1,3,PF08242,Methyltransf_12
NP_415658.1,2,PF00589,Phage_integrase
NP_415658.1,2,PF09003,Arm-DNA-bind_1
NP_415674.1,2,PF02413,Caudo_TAP
NP_415674.1,2,PF28596,Caudo_TAP_N
NP_415676.1,2,PF00239,Resolvase
NP_415676.1,2,PF02796,HTH_7
NP_415680.1,4,PF00376,MerR
NP_415680.1,4,PF13411,MerR_1
NP_415680.1,4,PF22267,MlrA_C
NP_415680.1,4,PF22270,MlrA_helical
NP_415681.1,2,PF00563,EAL
NP_415681.1,2,PF04940,BLUF
NP_415686.2,2,PF00563,EAL
NP_415686.2,2,PF12792,CSS-motif
NP_415690.5,3,PF13436,Gly-zipper_OmpA
NP_415690.5,3,PF13441,Gly-zipper_YMGG
NP_415690.5,3,PF13488,Gly-zipper_Omp
NP_415693.1,5,PF01656,CbiA
NP_415693.1,5,PF02374,ArsA_ATPase
NP_415693.1,5,PF09140,MipZ
NP_415693.1,5,PF10609,ParA
NP_415693.1,5,PF13614,AAA_31
NP_415694.1,2,PF03775,MinC_C
NP_415694.1,2,PF05209,MinC_N
NP_415702.1,4,PF00817,IMS
NP_415702.1,4,PF11798,IMS_HHH
NP_415702.1,4,PF11799,IMS_C
NP_415702.1,4,PF13438,DUF4113
NP_415704.1,2,PF03600,CitMHS
NP_415704.1,2,PF06450,NhaB
NP_415705.1,3,PF00392,GntR
NP_415705.1,3,PF07729,FCD
NP_415705.1,3,PF07840,FadR_C
NP_415706.1,2,PF04293,SpoVR
NP_415706.1,2,PF24755,SpoVR_C
NP_415707.1,7,PF00070,Pyr_redox
NP_415707.1,7,PF00890,FAD_binding_2
NP_415707.1,7,PF01266,DAO
NP_415707.1,7,PF01593,Amino_oxidase
NP_415707.1,7,PF02558,ApbA
NP_415707.1,7,PF07992,Pyr_redox_2
NP_415707.1,7,PF13450,NAD_binding_8
NP_415708.1,2,PF00842,Ala_racemase_C
NP_415708.1,2,PF01168,Ala_racemase_N
NP_415709.2,3,PF00999,Na_H_Exchanger
NP_415709.2,3,PF02080,TrkA_C
NP_415709.2,3,PF03471,CorC_HlyC
NP_415710.1,2,PF02016,Peptidase_S66
NP_415710.1,2,PF17676,Peptidase_S66C
NP_415712.1,2,PF07238,PilZ
NP_415712.1,2,PF07317,PilZN
NP_415715.1,3,PF01204,Trehalase
NP_415715.1,3,PF06202,GDE_C
NP_415715.1,3,PF22422,MGH1-like_GH
NP_415716.4,4,PF00381,PTS-HPr
NP_415716.4,4,PF00391,PEP-utilizers
NP_415716.4,4,PF03610,EIIA-man
NP_415716.4,4,PF05524,PEP-utilisers_N
NP_415719.2,7,PF00158,Sigma54_activat
NP_415719.2,7,PF00989,PAS
NP_415719.2,7,PF01590,GAF
NP_415719.2,7,PF02954,HTH_8
NP_415719.2,7,PF08448,PAS_4
NP_415719.2,7,PF14532,Sigma54_activ_2
NP_415719.2,7,PF25601,AAA_lid_14
NP_415720.1,2,PF03212,Pertactin
NP_415720.1,2,PF03797,Autotransporter
NP_415721.1,3,PF01926,MMR_HSR1
NP_415721.1,3,PF02421,FeoB_N
NP_415721.1,3,PF06071,YchF-GTPase_C
NP_415724.2,2,PF00916,Sulfate_transp
NP_415724.2,2,PF01740,STAS
NP_415725.1,3,PF00156,Pribosyltran
NP_415725.1,3,PF13793,Pribosyltran_N
NP_415725.1,3,PF14572,Pribosyl_synth
NP_415726.1,2,PF00288,GHMP_kinases_N
NP_415726.1,2,PF08544,GHMP_kinases_C
NP_415728.1,3,PF00745,GlutR_dimer
NP_415728.1,3,PF01488,Shikimate_DH
NP_415728.1,3,PF05201,GlutR_N
NP_415729.1,2,PF00472,RF-1
NP_415729.1,2,PF03462,PCRF
NP_415730.1,11,PF01135,PCMT
NP_415730.1,11,PF01170,UPF0020
NP_415730.1,11,PF02390,Methyltransf_4
NP_415730.1,11,PF03602,Cons_hypoth95
NP_415730.1,11,PF05175,MTS
NP_415730.1,11,PF06325,PrmA
NP_415730.1,11,PF08241,Methyltransf_11
NP_415730.1,11,PF10294,Methyltransf_16
NP_415730.1,11,PF13649,Methyltransf_25
NP_415730.1,11,PF13847,Methyltransf_31
NP_415730.1,11,PF17827,PrmC_N
NP_415732.1,2,PF13369,Transglut_core2
NP_415732.1,2,PF13371,TPR_9
NP_415739.1,5,PF00072,Response_reg
NP_415739.1,5,PF00196,GerE
NP_415739.1,5,PF04545,Sigma70_r4
NP_415739.1,5,PF08281,Sigma70_r4_2
NP_415739.1,5,PF13412,HTH_24
NP_415740.1,4,PF00672,HAMP
NP_415740.1,4,PF02518,HATPase_c
NP_415740.1,4,PF07730,HisKA_3
NP_415740.1,4,PF13675,PilJ
NP_415742.1,4,PF00384,Molybdopterin
NP_415742.1,4,PF01568,Molydop_binding
NP_415742.1,4,PF14710,Nitr_red_alph_N
NP_415742.1,4,PF28599,NarG_dom_V
NP_415743.1,5,PF12837,Fer4_6
NP_415743.1,5,PF12838,Fer4_7
NP_415743.1,5,PF13237,Fer4_10
NP_415743.1,5,PF13247,Fer4_11
NP_415743.1,5,PF14711,Nitr_red_bet_C
NP_415748.1,2,PF00551,Formyl_trans_N
NP_415748.1,2,PF01842,ACT
NP_415749.1,2,PF02810,SEC-C
NP_415749.1,2,PF17775,YchJ_M-like
NP_415753.1,2,PF00816,Histone_HNS
NP_415753.1,2,PF22470,Histone_HNS_N
NP_415757.1,4,PF00171,Aldedh
NP_415757.1,4,PF00465,Fe-ADH
NP_415757.1,4,PF13685,Fe-ADH_2
NP_415757.1,4,PF25137,ADH_Fe_C
NP_415760.1,2,PF00528,BPD_transp_1
NP_415760.1,2,PF19300,BPD_transp_1_N
NP_415761.1,2,PF00528,BPD_transp_1
NP_415761.1,2,PF12911,OppC_N
NP_415763.1,2,PF00005,ABC_tran
NP_415763.1,2,PF08352,oligo_HPY
NP_415765.1,3,PF00614,PLDc
NP_415765.1,3,PF13091,PLDc_2
NP_415765.1,3,PF13396,PLDc_N
NP_415766.1,2,PF02254,TrkA_N
NP_415766.1,2,PF07885,Ion_trans_2
NP_415768.1,2,PF03544,TonB_C
NP_415768.1,2,PF16031,TonB_N
NP_415772.1,2,PF03922,OmpW
NP_415772.1,2,PF13505,OMP_b-brl
NP_415778.3,2,PF00218,IGPS
NP_415778.3,2,PF00697,PRAI
NP_415779.1,4,PF00117,GATase
NP_415779.1,4,PF00591,Glycos_transf_3
NP_415779.1,4,PF02885,Glycos_trans_3N
NP_415779.1,4,PF07722,Peptidase_C26
NP_415780.1,2,PF00425,Chorismate_bind
NP_415780.1,2,PF04715,Anth_synt_I_N
NP_415784.1,2,PF09972,DUF2207
NP_415784.1,2,PF20990,DUF2207_C
NP_415785.1,2,PF00849,PseudoU_synth_2
NP_415785.1,2,PF01479,S4
NP_415786.1,2,PF02572,CobA_CobO_BtuR
NP_415786.1,2,PF12557,Co_AT_N
NP_415787.1,6,PF00106,adh_short
NP_415787.1,6,PF01370,Epimerase
NP_415787.1,6,PF02719,Polysacc_synt_2
NP_415787.1,6,PF08659,KR
NP_415787.1,6,PF13561,adh_short_C2
NP_415787.1,6,PF23441,SDR
NP_415788.1,2,PF01343,Peptidase_S49
NP_415788.1,2,PF08496,Peptidase_S49_N
NP_415790.1,5,PF01131,Topoisom_bac
NP_415790.1,5,PF01396,Zn_ribbon_Top1
NP_415790.1,5,PF01751,Toprim
NP_415790.1,5,PF08272,Zn_Ribbon_Topo
NP_415790.1,5,PF21372,Zn_ribbon_bTOP1
NP_415791.1,2,PF00126,HTH_1
NP_415791.1,2,PF03466,LysR_substrate
NP_415792.1,2,PF00330,Aconitase
NP_415792.1,2,PF00694,Aconitase_C
NP_415796.1,11,PF00515,TPR_1
NP_415796.1,11,PF07719,TPR_2
NP_415796.1,11,PF13174,TPR_6
NP_415796.1,11,PF13176,TPR_7
NP_415796.1,11,PF13181,TPR_8
NP_415796.1,11,PF13424,TPR_12
NP_415796.1,11,PF13428,TPR_14
NP_415796.1,11,PF13432,TPR_16
NP_415796.1,11,PF14559,TPR_19
NP_415796.1,11,PF18073,Zn_ribbon_LapB
NP_415796.1,11,PF25064,ARM_TT21_5th
NP_415799.1,2,PF05433,Rick_17kDa_Anti
NP_415799.1,2,PF13441,Gly-zipper_YMGG
NP_415800.1,4,PF00455,DeoRC
NP_415800.1,4,PF08220,HTH_DeoR
NP_415800.1,4,PF08279,HTH_11
NP_415800.1,4,PF08280,HTH_Mga
NP_415801.1,4,PF00563,EAL
NP_415801.1,4,PF00989,PAS
NP_415801.1,4,PF00990,GGDEF
NP_415801.1,4,PF13426,PAS_9
NP_415802.1,4,PF00575,S1
NP_415802.1,4,PF00773,RNB
NP_415802.1,4,PF08206,OB_RNB
NP_415802.1,4,PF17876,CSD2
NP_415804.1,3,PF00106,adh_short
NP_415804.1,3,PF13561,adh_short_C2
NP_415804.1,3,PF23441,SDR
NP_415807.1,3,PF00005,ABC_tran
NP_415807.1,3,PF08352,oligo_HPY
NP_415807.1,3,PF13304,AAA_21
NP_415808.1,2,PF00528,BPD_transp_1
NP_415808.1,2,PF12911,OppC_N
NP_415812.4,2,PF00324,AA_permease
NP_415812.4,2,PF13520,AA_permease_2
NP_415814.4,2,PF00117,GATase
NP_415814.4,2,PF07722,Peptidase_C26
NP_415815.1,5,PF01381,HTH_3
NP_415815.1,5,PF02311,AraC_binding
NP_415815.1,5,PF07883,Cupin_2
NP_415815.1,5,PF13443,HTH_26
NP_415815.1,5,PF13560,HTH_31
NP_415817.1,6,PF00890,FAD_binding_2
NP_415817.1,6,PF01266,DAO
NP_415817.1,6,PF01494,FAD_binding_3
NP_415817.1,6,PF01593,Amino_oxidase
NP_415817.1,6,PF01946,Thi4
NP_415817.1,6,PF13450,NAD_binding_8
NP_415818.1,2,PF00155,Aminotran_1_2
NP_415818.1,2,PF00202,Aminotran_3
NP_415819.4,6,PF00158,Sigma54_activat
NP_415819.4,6,PF01078,Mg_chelatase
NP_415819.4,6,PF02954,HTH_8
NP_415819.4,6,PF07728,AAA_5
NP_415819.4,6,PF14532,Sigma54_activ_2
NP_415819.4,6,PF25601,AAA_lid_14
NP_415826.1,2,PF01547,SBP_bac_1
NP_415826.1,2,PF13416,SBP_bac_8
NP_415831.1,4,PF01408,GFO_IDH_MocA
NP_415831.1,4,PF02894,GFO_IDH_MocA_C
NP_415831.1,4,PF03447,NAD_binding_3
NP_415831.1,4,PF22725,GFO_IDH_MocA_C3
NP_415832.1,3,PF03632,Glyco_hydro_65m
NP_415832.1,3,PF03633,Glyco_hydro_65C
NP_415832.1,3,PF03636,Glyco_hydro_65N
NP_415833.1,2,PF00702,Hydrolase
NP_415833.1,2,PF13419,HAD_2
NP_415835.1,3,PF04338,DUF481
NP_415835.1,3,PF09381,Porin_OmpG
NP_415835.1,3,PF13505,OMP_b-brl
NP_415836.1,4,PF00356,LacI
NP_415836.1,4,PF00532,Peripla_BP_1
NP_415836.1,4,PF13377,Peripla_BP_3
NP_415836.1,4,PF13407,Peripla_BP_4
NP_415839.1,6,PF00004,AAA
NP_415839.1,6,PF00158,Sigma54_activat
NP_415839.1,6,PF13188,PAS_8
NP_415839.1,6,PF14532,Sigma54_activ_2
NP_415839.1,6,PF18024,HTH_50
NP_415839.1,6,PF25601,AAA_lid_14
NP_415840.1,2,PF00578,AhpC-TSA
NP_415840.1,2,PF08534,Redoxin
NP_415841.4,2,PF02746,MR_MLE_N
NP_415841.4,2,PF13378,MR_MLE_C
NP_415843.2,6,PF00326,Peptidase_S9
NP_415843.2,6,PF00561,Abhydrolase_1
NP_415843.2,6,PF01738,DLH
NP_415843.2,6,PF02129,Peptidase_S15
NP_415843.2,6,PF12146,Hydrolase_4
NP_415843.2,6,PF12740,PETase
NP_415844.1,2,PF00126,HTH_1
NP_415844.1,2,PF03466,LysR_substrate
NP_415846.1,4,PF00924,MS_channel_2nd
NP_415846.1,4,PF21082,MS_channel_3rd
NP_415846.1,4,PF21088,MS_channel_1st
NP_415846.1,4,PF24956,Msl2-3_C
NP_415847.2,2,PF01609,DDE_Tnp_1
NP_415847.2,2,PF05598,DUF772
NP_415850.1,3,PF00027,cNMP_binding
NP_415850.1,3,PF00325,Crp
NP_415850.1,3,PF13545,HTH_Crp_2
NP_415851.1,2,PF01035,DNA_binding_1
NP_415851.1,2,PF02870,Methyltransf_1N
NP_415853.1,2,PF01546,Peptidase_M20
NP_415853.1,2,PF07687,M20_dimer
NP_415854.4,2,PF01546,Peptidase_M20
NP_415854.4,2,PF07687,M20_dimer
NP_415855.1,2,PF00126,HTH_1
NP_415855.1,2,PF03466,LysR_substrate
NP_415857.2,4,PF00990,GGDEF
NP_415857.2,4,PF08448,PAS_4
NP_415857.2,4,PF13188,PAS_8
NP_415857.2,4,PF13426,PAS_9
NP_415859.1,4,PF00270,DEAD
NP_415859.1,4,PF00271,Helicase_C
NP_415859.1,4,PF03880,DbpA
NP_415859.1,4,PF04851,ResIII
NP_415861.1,2,PF00589,Phage_integrase
NP_415861.1,2,PF12167,Arm-DNA-bind_2
NP_415866.1,2,PF06630,Exonuc_VIII
NP_415866.1,2,PF12684,DUF3799
NP_415875.1,3,PF01381,HTH_3
NP_415875.1,3,PF14549,P22_Cro
NP_415875.1,3,PF15943,YdaS_toxin
NP_415878.1,2,PF00308,Bac_DnaA
NP_415878.1,2,PF01695,IstB_IS21
NP_415888.1,2,PF01609,DDE_Tnp_1
NP_415888.1,2,PF05598,DUF772
NP_415890.2,4,PF03335,Phage_fiber
NP_415890.2,4,PF07484,Collar
NP_415890.2,4,PF08400,phage_tail_N
NP_415890.2,4,PF21446,Gp34_trimer
NP_415891.1,2,PF02413,Caudo_TAP
NP_415891.1,2,PF28596,Caudo_TAP_N
NP_415892.1,2,PF00239,Resolvase
NP_415892.1,2,PF02796,HTH_7
NP_415895.1,2,PF00267,Porin_1
NP_415895.1,2,PF13609,Porin_4
NP_415896.1,14,PF00037,Fer4
NP_415896.1,14,PF01558,POR
NP_415896.1,14,PF01855,POR_N
NP_415896.1,14,PF10371,EKR
NP_415896.1,14,PF12797,Fer4_2
NP_415896.1,14,PF12837,Fer4_6
NP_415896.1,14,PF12838,Fer4_7
NP_415896.1,14,PF13183,Fer4_8
NP_415896.1,14,PF13187,Fer4_9
NP_415896.1,14,PF13237,Fer4_10
NP_415896.1,14,PF13484,Fer4_16
NP_415896.1,14,PF13534,Fer4_17
NP_415896.1,14,PF14697,Fer4_21
NP_415896.1,14,PF17147,PFOR_II
NP_415898.1,3,PF00389,2-Hacid_dh
NP_415898.1,3,PF02826,2-Hacid_dh_C
NP_415898.1,3,PF03446,NAD_binding_2
NP_415902.1,3,PF00165,HTH_AraC
NP_415902.1,3,PF12833,HTH_18
NP_415902.1,3,PF14525,AraC_binding_2
NP_415904.3,4,PF01179,Cu_amine_oxid
NP_415904.3,4,PF02727,Cu_amine_oxidN2
NP_415904.3,4,PF02728,Cu_amine_oxidN3
NP_415904.3,4,PF07833,Cu_amine_oxidN1
NP_415905.1,2,PF00171,Aldedh
NP_415905.1,2,PF01575,MaoC_dehydratas
NP_415909.4,2,PF01883,FeS_assembly_P
NP_415909.4,2,PF23451,Zn_ribbon_PaaD
NP_415910.1,3,PF00111,Fer2
NP_415910.1,3,PF00175,NAD_binding_1
NP_415910.1,3,PF00970,FAD_binding_6
NP_415911.1,2,PF00378,ECH_1
NP_415911.1,2,PF16113,ECH_2
NP_415912.1,2,PF00378,ECH_1
NP_415912.1,2,PF16113,ECH_2
NP_415913.1,4,PF00725,3HCDH
NP_415913.1,4,PF02737,3HCDH_N
NP_415913.1,4,PF03446,NAD_binding_2
NP_415913.1,4,PF18321,3HCDH_RFF
NP_415914.1,2,PF03061,4HBT
NP_415914.1,2,PF13622,4HBT_3
NP_415915.1,3,PF00108,Thiolase_N
NP_415915.1,3,PF00109,ketoacyl-synt
NP_415915.1,3,PF02803,Thiolase_C
NP_415916.1,2,PF00501,AMP-binding
NP_415916.1,2,PF14535,AMP-binding_C_2
NP_415917.1,3,PF07848,PaaX
NP_415917.1,3,PF08223,PaaX_C
NP_415917.1,3,PF20803,PaaX_M
NP_415918.1,2,PF00132,Hexapep
NP_415918.1,2,PF25087,GMPPB_C
NP_415920.1,3,PF00665,rve
NP_415920.1,3,PF13276,HTH_21
NP_415920.1,3,PF13683,rve_3
NP_415922.1,3,PF00665,rve
NP_415922.1,3,PF13384,HTH_23
NP_415922.1,3,PF13936,HTH_38
NP_415928.1,4,PF00561,Abhydrolase_1
NP_415928.1,4,PF12146,Hydrolase_4
NP_415928.1,4,PF12147,Methyltransf_20
NP_415928.1,4,PF12697,Abhydrolase_6
NP_415929.1,2,PF00102,Y_phosphatase
NP_415929.1,2,PF00782,DSPc
NP_415930.1,2,PF02525,Flavodoxin_2
NP_415930.1,2,PF03358,FMN_red
NP_415931.4,6,PF00270,DEAD
NP_415931.4,6,PF00271,Helicase_C
NP_415931.4,6,PF04408,WHD_HA2
NP_415931.4,6,PF07717,OB_NTP_bind
NP_415931.4,6,PF11898,DUF3418
NP_415931.4,6,PF21010,HA2_C
NP_415938.1,3,PF00015,MCPsignal
NP_415938.1,3,PF00672,HAMP
NP_415938.1,3,PF02203,TarH
NP_415939.2,2,PF00126,HTH_1
NP_415939.2,2,PF03466,LysR_substrate
NP_415944.1,3,PF00583,Acetyltransf_1
NP_415944.1,3,PF13302,Acetyltransf_3
NP_415944.1,3,PF13420,Acetyltransf_4
NP_415945.1,2,PF18836,B_solenoid_ydck
NP_415945.1,2,PF24894,Hexapep_GlmU
NP_415947.1,7,PF03848,TehB
NP_415947.1,7,PF05175,MTS
NP_415947.1,7,PF08241,Methyltransf_11
NP_415947.1,7,PF08242,Methyltransf_12
NP_415947.1,7,PF13489,Methyltransf_23
NP_415947.1,7,PF13649,Methyltransf_25
NP_415947.1,7,PF13847,Methyltransf_31
NP_415949.3,3,PF01385,OrfB_IS605
NP_415949.3,3,PF07282,Cas12f1-like_TNB
NP_415949.3,3,PF12323,HTH_OrfB_IS605
NP_415951.1,5,PF01381,HTH_3
NP_415951.1,5,PF07883,Cupin_2
NP_415951.1,5,PF13413,HTH_25
