pfam_accession,pfam_name,num_proteins
PF06559,DCD_N,1
PF06568,YjiS-like,1
PF06572,DUF1131,1
PF06574,FAD_syn,1
PF06610,AlaE,1
PF06611,DUF1145,1
PF06627,DUF1153,1
PF06628,Catalase-rel,1
PF06630,Exonuc_VIII,1
PF06643,DUF1158,1
PF06649,DUF1161,1
PF06667,PspB,1
PF06672,DUF1175,1
PF06674,DUF1176,1
PF06688,DUF1187,1
PF06689,zf-C4_ClpX,1
PF06711,DUF1198,1
PF06717,DUF1202,1
PF06719,AraC_N,1
PF06725,3D,1
PF06738,ThrE,1
PF06750,A24_N_bact,1
PF06751,EutB,1
PF06754,PhnG,1
PF06769,YoeB_toxin,1
PF06786,UPF0253,1
PF06788,UPF0257,1
PF06790,UPF0259,1
PF06791,TMP_2,1
PF06794,UPF0270,1
PF06798,PrkA,1
PF06804,Lipoprotein_18,1
PF06806,DUF1233,1
PF06832,BiPBP_C,1
PF06835,LptC,1
PF06853,DUF1249,1
PF06857,ACP,1
PF06865,Ppnp,1
PF06877,RraB,1
PF06892,Phage_CP76,1
PF06899,WzyE,1
PF06902,Fer4_19,1
PF06923,GutM,1
PF06932,DUF1283,1
PF06940,DUF1287,1
PF06942,GlpM,1
PF06945,DUF1289,1
PF06956,RtcR,1
PF06965,Na_H_antiport_1,1
PF06977,SdiA-regulated,1
PF06983,3-dmu-9_3-mt,1
PF06998,DUF1307,1
PF07005,SBD_N,1
PF07007,LprI,1
PF07017,PagP,1
PF07021,MetW,1
PF07022,Phage_CI_repr,1
PF07023,DUF1315,1
PF07027,DUF1318,1
PF07041,DUF1327,1
PF07043,DUF1328,1
PF07063,HGLS,1
PF07072,ZapD,1
PF07073,ROF,1
PF07081,DUF1349,1
PF07085,DRTGG,1
PF07095,IgaA,1
PF07102,YbcO,1
PF07120,DUF1376,1
PF07126,ZapC_C,1
PF07130,YebG,1
PF07148,MalM,1
PF07152,YaeQ,1
PF07179,SseB,1
PF07180,CaiF_GrlA,1
PF07191,Zn_ribbon_6,1
PF07195,FliD_C,1
PF07208,DUF1414,1
PF07214,DUF1418,1
PF07219,HemY_N,1
PF07221,GlcNAc_2-epim,1
PF07226,DUF1422,1
PF07233,DUF1425,1
PF07237,DUF1428,1
PF07254,Cpta_toxin,1
PF07256,DUF1435,1
PF07264,EI24,1
PF07273,DUF1439,1
PF07274,DUF1440,1
PF07282,Cas12f1-like_TNB,1
PF07290,YqiJ_OB,1
PF07295,DUF1451,1
PF07302,AroM,1
PF07305,DUF1454,1
PF07308,DUF1456,1
PF07317,PilZN,1
PF07332,Phage_holin_3_6,1
PF07348,Syd,1
PF07350,Gig2-like,1
PF07351,DUF1480,1
PF07356,DUF1481,1
PF07369,DUF1488,1
PF07383,DUF1496,1
PF07411,DUF1508,1
PF07429,Glyco_transf_56,1
PF07437,YfaZ,1
PF07445,PriC,1
PF07449,HyaE,1
PF07479,NAD_Gly3P_dh_C,1
PF07497,Rho_RNA_bind,1
PF07498,Rho_N,1
PF07499,RuvA_C,1
PF07503,zf-HYPF,1
PF07508,Recombinase,1
PF07510,GmrSD_C,1
PF07516,SecA_SW,1
PF07559,FlgE_D2,1
PF07642,BBP2,1
PF07646,Kelch_2,1
PF07663,EIIBC-GUT_C,1
PF07664,FeoB_C,1
PF07669,Eco57I,1
PF07678,TED_complement,1
PF07693,KAP_NTPase,1
PF07703,A2M_BRD,1
PF07717,OB_NTP_bind,1
PF07720,TPR_3,1
PF07733,DNA_pol3_alpha,1
PF07743,HSCB_C,1
PF07748,Glyco_hydro_38C,1
PF07755,DUF1611,1
PF07759,DUF1615,1
PF07769,PsiF_repeat,1
PF07774,EMC1_C,1
PF07789,DUF1627,1
PF07819,PGAP1,1
PF07825,Exc,1
PF07831,PYNP_C,1
PF07833,Cu_amine_oxidN1,1
PF07836,DmpG_comm,1
PF07840,FadR_C,1
PF07848,PaaX,1
PF07859,Abhydrolase_3,1
PF07881,Fucose_iso_N1,1
PF07882,Fucose_iso_N2,1
PF07885,Ion_trans_2,1
PF07906,Toxin_15,1
PF07927,HicA_toxin,1
PF07947,YhhN,1
PF07972,Flavodoxin_NdrI,1
PF07991,KARI_N,1
PF07995,GSDH,1
PF08007,JmjC_2,1
PF08021,FAD_binding_9,1
PF08029,HisG_C,1
PF08030,NAD_binding_6,1
PF08046,IlvGEDA_leader,1
PF08047,His_leader,1
PF08049,IlvB_leader,1
PF08052,PyrBI_leader,1
PF08053,Tna_leader,1
PF08054,Leu_leader,1
PF08136,SRA_like,1
PF08139,LPAM_1,1
PF08211,dCMP_cyt_deam_2,1
PF08212,Lipocalin_2,1
PF08223,PaaX_C,1
PF08239,SH3_3,1
PF08254,Leader_Thr,1
PF08255,Leader_Trp,1
PF08267,Meth_synt_1,1
PF08272,Zn_Ribbon_Topo,1
PF08274,Zn_Ribbon_YjdM,1
PF08275,DNAG_N,1
PF08278,DnaG_DnaB_bind,1
PF08291,Peptidase_M15_3,1
PF08298,AAA_PrkA,1
PF08299,Bac_DnaA_C,1
PF08323,Glyco_transf_5,1
PF08328,ASL_C,1
PF08331,QueG_DUF1730,1
PF08334,T2SSG,1
PF08338,DUF1731,1
PF08340,YicC-like_C,1
PF08343,RNR_N,1
PF08345,YscJ_FliF_C,1
PF08348,PAS_6,1
PF08349,DUF1722,1
PF08351,TmcA_N,1
PF08359,TetR_C_4,1
PF08362,TetR_C_3,1
PF08364,IF2_assoc,1
PF08400,phage_tail_N,1
PF08411,ExoI_SH3,1
PF08436,DXP_redisom_C,1
PF08442,ATP-grasp_2,1
PF08459,UvrC_RNaseH_dom,1
PF08461,WHD_RNase_R,1
PF08463,EcoEI_R_C,1
PF08468,MTS_N,1
PF08479,POTRA_2,1
PF08482,HrpB_C,1
PF08486,SpoIID,1
PF08494,DEAD_assoc,1
PF08496,Peptidase_S49_N,1
PF08497,Radical_SAM_N,1
PF08502,LeuA_dimer,1
PF08521,2CSK_N,1
PF08529,NusA_N,1
PF08541,ACP_syn_III_C,1
PF08545,ACP_syn_III,1
PF08546,ApbA_C,1
PF08669,GCV_T_C,1
PF08676,MutL_C,1
PF08719,NADAR,1
PF08753,NikR_C,1
PF08755,YccV-like,1
PF08786,DcrB,1
PF08798,CRISPR_assoc,1
PF08803,ydhR,1
PF08816,Ivy,1
PF08840,BAAT_C,1
PF08845,SymE_toxin,1
PF08878,HamA,1
PF08884,Flagellin_D3,1
PF08891,YfcL,1
PF08918,PhoQ_Sensor,1
PF08943,CsiD,1
PF08946,Osmo_CC,1
PF08956,DUF1869,1
PF08965,Aca2_YdiL,1
PF08971,GlgS,1
PF08974,DUF1877,1
PF08986,DUF1889,1
PF09003,Arm-DNA-bind_1,1
PF09106,WHD_2nd_SelB,1
PF09107,WHD_3rd_SelB,1
PF09115,DNApol3-delta_C,1
PF09134,Invasin_D3,1
PF09157,TruB-C_2,1
PF09179,TilS,1
PF09186,DUF1949,1
PF09190,DALR_2,1
PF09209,CecR_C,1
PF09223,ZinT,1
PF09261,Alpha-mann_mid,1
PF09290,AcetDehyd-dimer,1
PF09297,Zn_ribbon_NUD,1
PF09312,SurA_N,1
PF09313,TehB-like,1
PF09317,ACDH_C,1
PF09330,Lact-deh-memb,1
PF09344,Cas_CT1975,1
PF09350,DJC28_CD,1
PF09371,Tex_N,1
PF09375,Peptidase_M75,1
PF09381,Porin_OmpG,1
PF09382,RQC,1
PF09383,NIL,1
PF09397,FtsK_gamma,1
PF09400,DUF2002,1
PF09456,RcsC,1
PF09481,CRISPR_Cse1,1
PF09485,CRISPR_Cse2,1
PF09500,YiiD_C,1
PF09526,DUF2387,1
PF09583,Phageshock_PspG,1
PF09584,Phageshock_PspD,1
PF09600,Cyd_oper_YbgE,1
PF09604,Potass_KdpF,1
PF09612,HtrL_YibB,1
PF09619,YscW,1
PF09691,T2SS_PulS_OutS,1
PF09695,YtfJ_HI0045,1
PF09704,Cas_Cas5d,1
PF09707,Cas_Cas2CT1978,1
PF09752,ABHD18,1
PF09829,DUF2057,1
PF09831,DUF2058,1
PF09838,DUF2065,1
PF09848,SLFN-g3_helicase,1
PF09857,YjhX_toxin,1
PF09864,MliC,1
PF09906,DUF2135,1
PF09907,HigB_toxin,1
PF09909,DUF2138,1
PF09926,DUF2158,1
PF09938,DUF2170,1
PF09972,DUF2207,1
PF09976,TPR_21,1
PF09984,sCache_4,1
PF09992,NAGPA,1
PF09997,DUF2238,1
PF10043,DUF2279,1
PF10062,DUF2300,1
PF10065,DUF2303,1
PF10076,Phage_Mu_Gp48,1
PF10077,DUF2314,1
PF10117,McrBC,1
PF10135,Rod-binding,1
PF10144,SMP_2,1
PF10263,SprT-like,1
PF10282,Lactonase,1
PF10294,Methyltransf_16,1
PF10340,Say1_Mug180,1
PF10369,ALS_ss_C,1
PF10371,EKR,1
PF10385,RNA_pol_Rpb2_45,1
PF10396,TrmE_N,1
PF10410,DnaB_bind,1
PF10412,TrwB_AAD_bind,1
PF10414,CysG_dimeriser,1
PF10417,1-cysPrx_C,1
PF10423,AMNp_N,1
PF10437,Lip_prot_lig_C,1
PF10458,Val_tRNA-synt_C,1
PF10463,Peptidase_U49,1
PF10502,Peptidase_S26,1
PF10509,GalKase_gal_bdg,1
PF10555,MraY_sig1,1
PF10588,NADH-G_4Fe-4S_3,1
PF10589,NADH_4Fe-4S,1
PF10590,PNP_phzG_C,1
PF10604,Polyketide_cyc2,1
PF10610,Tafi-CsgC,1
PF10614,CsgF,1
PF10625,UspB,1
PF10627,CsgE,1
PF10636,hemP,1
PF10647,Gmad1,1
PF10678,DUF2492,1
PF10679,DUF2491,1
PF10684,BDM,1
PF10688,Imp-YgjV,1
PF10689,DUF2496,1
PF10692,DUF2498,1
PF10694,DUF2500,1
PF10696,DUF2501,1
PF10707,YrbL-PhoP_reg,1
PF10709,DUF2511,1
PF10713,DUF2509,1
PF10721,DUF2514,1
PF10722,YbjN,1
PF10723,RepB-RCR_reg,1
PF10725,DUF2517,1
PF10729,CedA,1
PF10733,DUF2525,1
PF10735,DUF2526,1
PF10736,DUF2527,1
PF10748,HofP,1
PF10749,DUF2534,1
PF10754,DUF2569,1
PF10757,YbaJ,1
PF10762,DUF2583,1
PF10766,AcrZ,1
PF10767,YbjO_DH-like,1
PF10769,DUF2594,1
PF10777,YlaC,1
PF10781,DSRB,1
PF10796,Anti-adapt_IraP,1
PF10797,YhfT,1
PF10799,YliH,1
PF10807,DUF2541,1
PF10808,DUF2542,1
PF10810,DUF2545,1
PF10820,DUF2543,1
PF10829,DUF2554,1
PF10831,DUF2556,1
PF10832,YhfG,1
PF10836,DUF2574,1
PF10897,DUF2713,1
PF10928,DUF2810,1
PF10938,YfdX,1
PF10941,DUF2620,1
PF10945,CBP_BcsR,1
PF10947,DUF2628,1
PF10951,DUF2776,1
PF10953,DUF2754,1
PF10954,DUF2755,1
PF10956,DUF2756,1
PF10964,DUF2766,1
PF10965,DUF2767,1
PF10968,DUF2770,1
PF10971,DUF2773,1
PF10973,DUF2799,1
PF10995,CBP_BcsE,1
PF11036,YqgB,1
PF11045,YbjM,1
PF11046,HycA_repressor,1
PF11066,DUF2867,1
PF11076,YbhQ,1
PF11101,DUF2884,1
PF11106,YjbE,1
PF11115,DUF2623,1
PF11119,DUF2633,1
PF11120,CBP_BcsF,1
PF11127,YgaP-like_TM,1
PF11143,DUF2919,1
PF11230,YjjI-like,1
PF11245,DUF2544,1
PF11254,DUF3053,1
PF11398,DUF2813,1
PF11412,DsbD_N,1
PF11471,Sugarporin_N,1
PF11563,Protoglobin,1
PF11575,FhuF_C,1
PF11604,CusF_Ec,1
PF11612,T2SSJ,1
PF11622,DUF3251,1
PF11638,DnaA_N,1
PF11656,DUF3811,1
PF11658,CBP_BcsG,1
PF11663,Toxin_YhaV,1
PF11734,TilS_C,1
PF11737,DUF3300,1
PF11739,YdbH-like,1
PF11756,YgbA_NO,1
PF11762,Arabinose_Iso_C,1
PF11769,DUF3313,1
PF11776,RcnB,1
PF11791,Aconitase_B_N,1
PF11806,Enterochelin_N,1
PF11808,PhoR,1
PF11818,DUF3340,1
PF11823,Se_S_carrier,1
PF11842,DUF3362,1
PF11862,DUF3382,1
PF11870,LutB_C,1
PF11873,Mltc_N,1
PF11890,DUF3410,1
PF11892,PpnN_C,1
PF11893,DUF3413,1
PF11898,DUF3418,1
PF11922,DUF3440,1
PF11939,NiFe-hyd_HybE,1
PF11940,DUF3458,1
PF11944,DUF3461,1
PF11967,RecO_N,1
PF11969,DcpS_C,1
PF11974,bMG3,1
PF12002,MgsA_C,1
PF12019,GspH,1
PF12034,YfbK_C,1
PF12084,DUF3561,1
PF12102,MrcB_N,1
PF12105,SpoU_methylas_C,1
PF12111,PNPase_C,1
PF12122,Rhomboid_N,1
PF12137,RapA_C,1
PF12147,Methyltransf_20,1
PF12158,DUF3592,1
PF12161,HsdM_N,1
PF12167,Arm-DNA-bind_2,1
PF12168,DNA_pol3_tau_4,1
PF12170,DNA_pol3_tau_5,1
PF12221,HflK_N,1
PF12320,SbcD_C,1
PF12323,HTH_OrfB_IS605,1
PF12327,FtsZ_C,1
PF12343,DeaD_C,1
PF12344,UvrB,1
PF12345,DUF3641,1
PF12368,Rhodanese_C,1
PF12390,Se-cys_synth_N,1
PF12392,DUF3656,1
PF12404,DUF3663,1
PF12450,vWF_A,1
PF12462,Helicase_IV_N,1
PF12481,DUF3700,1
PF12528,T2SSppdC,1
PF12557,Co_AT_N,1
PF12566,DUF3748,1
PF12568,PanZ,1
PF12592,ATPase_RavA_C,1
PF12626,PolyA_pol_arg_C,1
PF12631,MnmE_helical,1
PF12633,Adenyl_cycl_N,1
PF12641,Flavodoxin_3,1
PF12684,DUF3799,1
PF12705,PDDEXK_1,1
PF12738,PTCB-BRCT,1
PF12740,PETase,1
PF12769,PNTB_4TM,1
PF12799,LRR_4,1
PF12821,ThrE_2,1
PF12826,HHH_2,1
PF12843,QSregVF_b,1
PF12844,HTH_19,1
PF12849,PBP_like_2,1
PF12852,Cupin_6,1
PF12889,DUF3829,1
PF12890,DHOase,1
PF12917,YfbR-like,1
PF12951,PATR,1
PF13000,Acatn,1
PF13006,Nterm_IS4,1
PF13011,LZ_Tnp_IS481,1
PF13018,ESPR,1
PF13023,HD_3,1
PF13036,LpoB,1
PF13086,AAA_11,1
PF13089,PP_kinase_N,1
PF13090,PP_kinase_C,1
PF13099,DUF3944,1
PF13116,YhdP,1
PF13144,ChapFlgA,1
PF13155,Toprim_2,1
PF13167,GTP-bdg_N,1
PF13184,KH_NusA_1st,1
PF13189,Cytidylate_kin2,1
PF13192,Thioredoxin_3,1
PF13205,Big_5,1
PF13207,AAA_17,1
PF13231,PMT_2,1
PF13246,Cation_ATPase,1
PF13258,DUF4049,1
PF13275,S4_2,1
PF13280,WYL,1
PF13283,NfrA_C,1
PF13286,HD_assoc,1
PF13288,DXPR_C,1
PF13309,HTH_22,1
PF13322,DUF4092,1
PF13335,Mg_chelatase_C,1
PF13336,AcetylCoA_hyd_C,1
PF13344,Hydrolase_6,1
PF13362,Toprim_3,1
PF13369,Transglut_core2,1
PF13371,TPR_9,1
PF13382,Adenine_deam_C,1
PF13393,tRNA-synt_His,1
PF13396,PLDc_N,1
PF13402,Peptidase_M60,1
PF13406,SLT_2,1
PF13408,Zn_ribbon_recom,1
PF13414,TPR_11,1
PF13431,TPR_17,1
PF13435,Cytochrome_C554,1
PF13436,Gly-zipper_OmpA,1
PF13438,DUF4113,1
PF13449,Phytase-like,1
PF13463,HTH_27,1
PF13464,RodZ_C,1
PF13466,STAS_2,1
PF13472,Lipase_GDSL_2,1
PF13473,Cupredoxin_1,1
PF13483,Lactamase_B_3,1
PF13491,FtsK_4TM,1
PF13493,DUF4118,1
PF13507,GATase_5,1
PF13512,TPR_18,1
PF13514,AAA_27,1
PF13524,Glyco_trans_1_2,1
PF13532,2OG-FeII_Oxy_2,1
PF13563,2_5_RNA_ligase2,1
PF13569,DUF4132,1
PF13576,Pentapeptide_3,1
PF13578,Methyltransf_24,1
PF13591,MerR_2,1
PF13593,SBF_like,1
PF13596,PAS_10,1
PF13597,NRDD,1
PF13599,Pentapeptide_4,1
PF13606,Ank_3,1
PF13617,Lipoprotein_19,1
PF13620,CarboxypepD_reg,1
PF13627,LptM_cons,1
PF13636,Methyltranf_PUA,1
PF13637,Ank_4,1
PF13640,2OG-FeII_Oxy_3,1
PF13646,HEAT_2,1
PF13654,AAA_32,1
PF13657,Couple_hipA,1
PF13667,ThiC-associated,1
PF13672,PP2C_2,1
PF13677,MotB_plug,1
PF13682,CZB,1
PF13687,DUF4153,1
PF13689,DUF4154,1
PF13693,HTH_35,1
PF13698,DUF4156,1
PF13718,GNAT_acetyltr_2,1
PF13720,Acetyltransf_11,1
PF13727,CoA_binding_3,1
PF13730,HTH_36,1
PF13740,ACT_6,1
PF13742,tRNA_anti_2,1
PF13768,VWA_3,1
PF13793,Pribosyltran_N,1
PF13811,DUF4186,1
PF13817,DDE_Tnp_IS66_C,1
PF13855,LRR_8,1
PF13857,Ank_5,1
PF13860,FlgD_ig,1
PF13861,FLgD_tudor,1
PF13899,Thioredoxin_7,1
PF13905,Thioredoxin_8,1
PF13932,SAM_GIDA_C,1
PF13939,TisB_toxin,1
PF13942,Lipoprotein_20,1
PF13957,YafO_toxin,1
PF13974,YebO,1
PF13977,TetR_C_6,1
PF13978,DUF4223,1
PF13980,UPF0370,1
PF13981,SopA,1
PF13982,YbfN,1
PF13983,YsaB,1
PF13984,MsyB,1
PF13985,YbgS,1
PF13987,YedD,1
PF13989,YejG,1
PF13990,YjcZ,1
PF13991,BssS,1
PF13992,YecR,1
PF13993,YccJ,1
PF13994,PgaD,1
PF13995,YebF,1
PF13996,YobH,1
PF13997,YqjK,1
PF13998,MgrB,1
PF13999,MarB,1
PF14001,YdfZ,1
PF14002,YniB,1
PF14130,Cap4_nuclease,1
PF14163,SieB,1
PF14282,FlxA,1
PF14310,Fn3-like,1
PF14332,PatA_N,1
PF14338,Mrr_N,1
PF14354,Lar_restr_allev,1
PF14376,Haem_bd,1
PF14397,ATPgrasp_ST,1
PF14398,ATPgrasp_YheCD,1
PF14488,DUF4434,1
PF14489,QueF,1
PF14492,EFG_III,1
PF14503,YhfZ_C,1
PF14525,AraC_binding_2,1
PF14535,AMP-binding_C_2,1
PF14542,Acetyltransf_CG,1
PF14555,UBA_4,1
PF14572,Pribosyl_synth,1
PF14579,HHH_6,1
PF14581,SseB_C,1
PF14583,Pectate_lyase22,1
PF14622,Ribonucleas_3_3,1
PF14635,HHH_7,1
PF14681,UPRTase,1
PF14689,SPOB_a,1
PF14698,ASL_C2,1
PF14714,KH_dom-like,1
PF14718,SLT_L,1
PF14748,P5CR_dimer,1
PF14759,Reductase_C,1
PF14760,Rnk_N,1
PF14785,MalF_P2,1
PF14793,DUF4478,1
PF14805,THDPS_N_2,1
PF14812,PBP1_TM,1
PF14819,QueF_N,1
PF14821,Thr_synth_N,1
PF14824,Sirohm_synth_M,1
PF14834,GST_C_4,1
PF14840,DNA_pol3_delt_C,1
PF14841,FliG_M,1
PF14842,FliG_N,1
PF14849,YidC_periplas,1
PF14850,Pro_dh-DNA_bdg,1
PF14863,Alkyl_sulf_dimr,1
PF14883,GHL13,1
PF15567,Imm35,1
PF15596,Imm57,1
PF15606,Ntox34,1
PF15617,C-C_Bond_Lyase,1
PF15632,ATPgrasp_Ter,1
PF15723,MqsR_toxin,1
PF15731,MqsA_antitoxin,1
PF15738,YafQ_toxin,1
PF15894,SgrT,1
PF15919,HicB_lk_antitox,1
PF15922,YjeJ,1
PF15930,YdiH,1
PF15933,RnlB_antitoxin,1
PF15935,RnlA_toxin,1
PF15937,PrlF_antitoxin,1
PF15939,YmcE_antitoxin,1
PF15940,YjcB,1
PF15943,YdaS_toxin,1
PF15970,HicB-like_2,1
PF15975,Flot,1
PF15976,CooC_C,1
PF15977,HTH_46,1
PF16031,TonB_N,1
PF16078,2-oxogl_dehyd_N,1
PF16123,HAGH_C,1
PF16124,RecQ_Zn_bind,1
PF16187,Peptidase_M16_M,1
PF16193,AAA_assoc_2,1
PF16198,TruB_C_2,1
PF16199,Radical_SAM_C,1
PF16220,DUF4880,1
PF16231,DUF4890,1
PF16320,Ribosomal_L12_N,1
PF16325,Peptidase_U32_C,1
PF16326,ABC_tran_CTD,1
PF16330,MukB_hinge,1
PF16331,TolA_bind_tri,1
PF16358,RcsF,1
PF16359,RcsD_ABL,1
PF16360,GTP-bdg_M,1
PF16362,YaiA,1
PF16365,EutK_C,1
PF16449,MatB,1
PF16456,YmgD,1
PF16527,CpxA_peri,1
PF16549,T2SSS_2,1
PF16582,TPP_enzyme_M_2,1
PF16640,Big_3_5,1
PF16658,RF3_C,1
PF16693,Yop-YscD_ppl_1st,1
PF16819,DUF5074,1
PF16870,OxoGdeHyase_C,1
PF16881,LIAS_N,1
PF16884,ADH_N_2,1
PF16901,DAO_C,1
PF16921,Tex_YqgF,1
PF16967,TcfC,1
PF16973,FliN_N,1
PF17042,NBD_C,1
PF17059,MGTL,1
PF17073,SafA,1
PF17089,YjbT,1
PF17090,Ytca,1
PF17113,AmpE,1
PF17125,Methyltr_RsmF_N,1
PF17128,DUF5107,1
PF17136,ribosomal_L24,1
PF17147,PFOR_II,1
PF17151,CHASE7,1
PF17152,CHASE8,1
PF17153,CHASE9,1
PF17154,GAPES3,1
PF17155,GAPES1,1
PF17156,GAPES2,1
PF17157,GAPES4,1
PF17176,tRNA_bind_3,1
PF17185,NlpE_C,1
PF17188,MucB_RseB_C,1
PF17191,RecG_wedge,1
PF17192,MukF_M,1
PF17193,MukF_C,1
PF17206,SeqA_N,1
PF17209,Hfq,1
PF17243,POTRA_TamA_1,1
PF17263,DUF5329,1
PF17283,Zn_ribbon_SprT,1
PF17284,Spermine_synt_N,1
PF17291,M60-like_N,1
PF17358,DUF5384,1
PF17384,DUF150_C,1
PF17389,Bac_rhamnosid6H,1
PF17414,MatP_C,1
PF17430,YqgC,1
PF17432,DUF3458_C,1
PF17516,ProQ_C,1
PF17520,DUF5445,1
PF17612,DUF5507,1
PF17621,DUF5508,1
PF17657,DNA_pol3_finger,1
PF17674,HHH_9,1
PF17676,Peptidase_S66C,1
PF17677,Glyco_hydro38C2,1
PF17746,SfsA_N,1
PF17755,UvrA_DNA-bind,1
PF17759,tRNA_synthFbeta,1
PF17760,UvrA_inter,1
PF17761,DUF1016_N,1
PF17762,HTH_ParB,1
PF17764,PriA_3primeBD,1
PF17767,NAPRTase_N,1
PF17768,RecJ_OB,1
PF17769,PurK_C,1
PF17773,UPF0176_N,1
PF17775,YchJ_M-like,1
PF17782,WHD_DprA,1
PF17785,PUA_3,1
PF17788,HypF_C,1
PF17789,MG4,1
PF17804,TSP_NTD,1
PF17810,Arg_decarb_HB,1
PF17827,PrmC_N,1
PF17831,PDH_E1_M,1
PF17837,4PPT_N,1
PF17848,Zn_ribbon_ACC,1
PF17851,GH43_C2,1
PF17853,GGDEF_2,1
PF17854,FtsK_alpha,1
PF17862,AAA_lid_3,1
PF17864,AAA_lid_4,1
PF17868,AAA_lid_8,1
PF17874,TPR_MalT,1
PF17900,Peptidase_M1_N,1
PF17910,FeoB_Cyto,1
PF17940,TetR_C_31,1
PF17941,PP_kinase_C_1,1
PF17944,Arg_decarbox_C,1
PF17946,RecC_C,1
PF17948,DnaT,1
PF17962,bMG6,1
PF17970,bMG1,1
PF17972,bMG5,1
PF17973,bMG10,1
PF18011,Catalase_C,1
PF18019,Cas3_HD,1
PF18029,Glyoxalase_6,1
PF18030,Rimk_N,1
PF18053,GyrB_insert,1
PF18072,FGAR-AT_linker,1
PF18074,PriA_C,1
PF18075,FtsX_ECD,1
PF18076,FGAR-AT_N,1
PF18113,Rbx_binding,1
PF18125,RlmM_FDX,1
PF18158,AidB_N,1
PF18267,Rubredoxin_C,1
PF18269,T3SS_ATPase_C,1
PF18284,DNA_meth_N,1
PF18319,Zn_ribbon_PriA,1
PF18321,3HCDH_RFF,1
PF18327,PRODH,1
PF18331,PKHD_C,1
PF18337,Tudor_RapA,1
PF18339,Tudor_1_RapA,1
PF18381,YcaO_C,1
PF18389,TrmO_C,1
PF18390,GlgX_C,1
PF18404,Glyco_transf_24,1
PF18415,HKR_ArcB_TM,1
PF18429,DUF5609,1
PF18500,CadC_C1,1
PF18649,EcpB_C,1
PF18693,TRAM_2,1
PF18836,B_solenoid_ydck,1
PF18869,HEPN_RnaseLS,1
PF18913,FBPase_C,1
PF18934,DUF5682,1
PF19034,RnlA-toxin_DBD,1
PF19269,Anticodon_2,1
PF19275,HflX_C,1
PF19277,GPAT_C,1
PF19279,YegS_C,1
PF19295,SufBD_N,1
PF19303,Anticodon_3,1
PF19305,MmgE_PrpD_C,1
PF19306,WHD_Lhr,1
PF19310,TOP_N,1
PF19335,HMBD,1
PF19413,YaiO,1
PF19417,RnlA_toxin_N,1
PF19425,Csd3_N2,1
PF19583,ODP,1
PF19805,DUF6288,1
PF19833,RecG_dom3_C,1
PF19842,YqeC,1
PF19890,DUF6363,1
PF20030,bpMoxR,1
PF20142,Scaffold,1
PF20143,NAD_kinase_C,1
PF20154,LNT_N,1
PF20159,YidB,1
PF20207,PedC-like,1
PF20258,tRNA_Me_trans_C,1
PF20259,tRNA_Me_trans_M,1
PF20260,PUA_4,1
PF20265,LARA_dom,1
PF20423,AceK_regulatory,1
PF20441,TerL_nuclease,1
PF20463,PDH_C,1
PF20469,OLD-like_TOPRIM,1
PF20511,PMI_typeI_cat,1
PF20512,PMI_typeI_hel,1
PF20514,WHD_ROXA,1
PF20560,MotA_N,1
PF20582,UPF0758_N,1
PF20600,ExoX-like_C,1
PF20618,GPD_NAD_C_bact,1
PF20658,MSG_insertion,1
PF20695,UbiD_N,1
PF20696,UbiD_C,1
PF20703,nSTAND1,1
PF20714,HTH_64,1
PF20741,GKRP-like_C,1
PF20789,4HBT_3C,1
PF20791,Acyl-ACP_TE_C,1
PF20803,PaaX_M,1
PF20872,MalF_N_TM,1
PF20901,Sf6_terminase,1
PF20914,DNA_pol_IIIA_C,1
PF20974,tRNA-synt_1c_C2,1
PF20979,Arginosuc_syn_C,1
PF20990,DUF2207_C,1
PF21001,YqiJ_N,1
PF21010,HA2_C,1
PF21016,RlmN_N,1
PF21018,BipA_C,1
PF21083,ZapC_N,1
PF21085,CusS,1
PF21090,P-loop_SecA,1
PF21096,RecA_C,1
PF21118,DosC_2nd,1
PF21130,YgfZ_barrel,1
PF21132,MFD_D3,1
PF21142,A2M_bMG2,1
PF21150,YebU_pre-PUA_dom,1
PF21152,YgjK_N,1
PF21155,VpsT-like_REC,1
PF21157,DksA_N,1
PF21158,flgK_1st_1,1
PF21175,RecR_C,1
PF21176,RecR_HhH,1
PF21185,RecD_N,1
PF21196,PcrA_UvrD_tudor,1
PF21197,PgaA_barrel,1
PF21213,WHD_PriA,1
PF21214,WHD_2nd_SelB_bact,1
PF21216,PepQ_N,1
PF21226,MalQ_N,1
PF21239,RLMM_N,1
PF21244,PurT_C,1
PF21249,GyrB_hook,1
PF21279,YhfX-like_C,1
PF21291,CYNS_N,1
PF21293,RNAseD_HRDC_C,1
PF21302,Zn_ribbon_RlmA,1
PF21305,type_II_gspD_N0,1
PF21327,GspA_C39-like,1
PF21352,Zn_ribbon_Thio2,1
PF21372,Zn_ribbon_bTOP1,1
PF21378,YceM-like_C,1
PF21446,Gp34_trimer,1
PF21458,WHD_1st_3rd_SelB,1
PF21474,DNApolII_N,1
PF21478,GcvP2_C,1
PF21500,HolB_lid,1
PF21504,FLIC_barrel,1
PF21508,MenC_N,1
PF21558,Pept_S41_N_bact,1
PF21621,MPI_cupin_dom,1
PF21680,GIDA_C_1st,1
PF21687,T2SSK_1st,1
PF21689,TorS_sensor_domain,1
