protein,num_pfams,pfam_accession,pfam_name
NP_417072.4,2,PF03466,LysR_substrate
NP_417076.1,2,PF00588,SpoU_methylase
NP_417076.1,2,PF08032,SpoU_sub_bind
NP_417083.1,5,PF00004,AAA
NP_417083.1,5,PF02861,Clp_N
NP_417083.1,5,PF07724,AAA_2
NP_417083.1,5,PF10431,ClpB_D2-small
NP_417083.1,5,PF17871,AAA_lid_9
NP_417085.1,2,PF00849,PseudoU_synth_2
NP_417085.1,2,PF01479,S4
NP_417101.1,3,PF00448,SRP54
NP_417101.1,3,PF02881,SRP54_N
NP_417101.1,3,PF02978,SRP_SPB
NP_417116.1,2,PF00270,DEAD
NP_417116.1,2,PF00271,Helicase_C
NP_417163.1,2,PF00005,ABC_tran
NP_417163.1,2,PF00571,CBS
NP_417175.1,2,PF00702,Hydrolase
NP_417175.1,2,PF13419,HAD_2
NP_417177.1,3,PF01411,tRNA-synt_2c
NP_417177.1,3,PF02272,DHHA1
NP_417177.1,3,PF07973,tRNA_SAD
NP_417185.1,2,PF00106,adh_short
NP_417185.1,2,PF13561,adh_short_C2
NP_417188.4,2,PF00571,CBS
NP_417188.4,2,PF01380,SIS
NP_417191.1,2,PF01266,DAO
NP_417191.1,2,PF07992,Pyr_redox_2
NP_417210.2,2,PF00586,AIRS
NP_417210.2,2,PF02769,AIRS_C
NP_417221.1,4,PF00140,Sigma70_r1_2
NP_417221.1,4,PF04539,Sigma70_r3
NP_417221.1,4,PF04542,Sigma70_r2
NP_417221.1,4,PF04545,Sigma70_r4
NP_417223.1,2,PF00398,RrnaAD
NP_417223.1,2,PF13649,Methyltransf_25
NP_417231.1,2,PF00009,GTP_EFTU
NP_417231.1,2,PF01926,MMR_HSR1
NP_417241.1,3,PF00270,DEAD
NP_417241.1,3,PF00271,Helicase_C
NP_417241.1,3,PF04851,ResIII
NP_417246.4,2,PF01266,DAO
NP_417246.4,2,PF07992,Pyr_redox_2
NP_417254.4,2,PF00106,adh_short
NP_417254.4,2,PF13561,adh_short_C2
NP_417259.1,2,PF00113,Enolase_C
NP_417259.1,2,PF03952,Enolase_N
NP_417260.1,2,PF00117,GATase
NP_417260.1,2,PF06418,CTP_synth_N
NP_417264.1,4,PF02824,TGS
NP_417264.1,4,PF04607,RelA_SpoT
NP_417264.1,4,PF13291,ACT_4
NP_417264.1,4,PF13328,HD_4
NP_417265.1,3,PF00398,RrnaAD
NP_417265.1,3,PF05958,tRNA_U5-meth_tr
NP_417265.1,3,PF13649,Methyltransf_25
NP_417266.1,4,PF00072,Response_reg
NP_417266.1,4,PF00512,HisKA
NP_417266.1,4,PF00672,HAMP
NP_417266.1,4,PF02518,HATPase_c
NP_417278.4,2,PF01367,5_3_exonuc
NP_417278.4,2,PF02739,5_3_exonuc_N
NP_417288.1,2,PF00126,HTH_1
NP_417288.1,2,PF03466,LysR_substrate
NP_417295.1,2,PF00583,Acetyltransf_1
NP_417295.1,2,PF00696,AA_kinase
NP_417297.1,2,PF00580,UvrD-helicase
NP_417297.1,2,PF13361,UvrD_C
NP_417298.1,2,PF00675,Peptidase_M16
NP_417298.1,2,PF05193,Peptidase_M16_C
NP_417313.1,2,PF00501,AMP-binding
NP_417313.1,2,PF01553,Acyltransferase
NP_417316.1,2,PF00126,HTH_1
NP_417316.1,2,PF03466,LysR_substrate
NP_417319.1,2,PF00106,adh_short
NP_417319.1,2,PF13561,adh_short_C2
NP_417366.1,3,PF00152,tRNA-synt_2
NP_417366.1,3,PF01336,tRNA_anti-codon
NP_417366.1,3,PF01409,tRNA-synt_2d
NP_417367.1,2,PF00472,RF-1
NP_417367.1,2,PF03462,PCRF
NP_417368.1,2,PF01368,DHH
NP_417368.1,2,PF02272,DHHA1
NP_417378.1,2,PF00106,adh_short
NP_417378.1,2,PF13561,adh_short_C2
NP_417391.1,2,PF00126,HTH_1
NP_417391.1,2,PF03466,LysR_substrate
NP_417396.4,2,PF00126,HTH_1
NP_417396.4,2,PF03466,LysR_substrate
NP_417402.1,2,PF00044,Gp_dh_N
NP_417402.1,2,PF02800,Gp_dh_C
NP_417417.1,3,PF00438,S-AdoMet_synt_N
NP_417417.1,3,PF02772,S-AdoMet_synt_M
NP_417417.1,3,PF02773,S-AdoMet_synt_C
NP_417476.1,2,PF00106,adh_short
NP_417476.1,2,PF13561,adh_short_C2
NP_417491.1,2,PF00521,DNA_topoisoIV
NP_417491.1,2,PF03989,DNA_gyraseA_C
NP_417497.1,2,PF00072,Response_reg
NP_417497.1,2,PF00486,Trans_reg_C
NP_417498.1,2,PF00512,HisKA
NP_417498.1,2,PF02518,HATPase_c
NP_417502.1,4,PF00204,DNA_gyraseB
NP_417502.1,4,PF00986,DNA_gyraseB_C
NP_417502.1,4,PF01751,Toprim
NP_417502.1,4,PF02518,HATPase_c
NP_417524.1,2,PF00294,PfkB
NP_417524.1,2,PF01467,CTP_transf_like
NP_417528.1,3,PF01743,PolyA_pol
NP_417528.1,3,PF01966,HD
NP_417528.1,3,PF12627,PolyA_pol_RNAbd
NP_417532.1,2,PF00126,HTH_1
NP_417532.1,2,PF03466,LysR_substrate
NP_417538.1,4,PF01751,Toprim
NP_417538.1,4,PF01807,Zn_ribbon_DnaG
NP_417538.1,4,PF08275,DNAG_N
NP_417538.1,4,PF13662,Toprim_4
NP_417539.1,4,PF00140,Sigma70_r1_2
NP_417539.1,4,PF04539,Sigma70_r3
NP_417539.1,4,PF04542,Sigma70_r2
NP_417539.1,4,PF04545,Sigma70_r4
NP_417552.1,2,PF01266,DAO
NP_417552.1,2,PF07992,Pyr_redox_2
NP_417555.4,2,PF05175,MTS
NP_417555.4,2,PF13649,Methyltransf_25
NP_417576.1,2,PF00126,HTH_1
NP_417576.1,2,PF03466,LysR_substrate
NP_417588.1,2,PF00126,HTH_1
NP_417588.1,2,PF03466,LysR_substrate
NP_417594.3,2,PF02826,2-Hacid_dh_C
NP_417594.3,2,PF03807,F420_oxidored
NP_417621.2,2,PF01118,Semialdhyde_dh
NP_417621.2,2,PF01370,Epimerase
NP_417631.2,3,PF00270,DEAD
NP_417631.2,3,PF00271,Helicase_C
NP_417631.2,3,PF04851,ResIII
NP_417633.4,5,PF00013,KH_1
NP_417633.4,5,PF00575,S1
NP_417633.4,5,PF01138,RNase_PH
NP_417633.4,5,PF03725,RNase_PH_C
NP_417633.4,5,PF03726,PNPase
NP_417637.1,5,PF00009,GTP_EFTU
NP_417637.1,5,PF01926,MMR_HSR1
NP_417637.1,5,PF03144,GTP_EFTU_D2
NP_417637.1,5,PF04760,IF2_N
NP_417637.1,5,PF11987,IF-2
NP_417638.1,4,PF00575,S1
NP_417638.1,4,PF08529,NusA_N
NP_417638.1,4,PF13184,KH_NusA_1st
NP_417638.1,4,PF14520,HHH_5
NP_417643.1,4,PF00408,PGM_PMM_IV
NP_417643.1,4,PF02878,PGM_PMM_I
NP_417643.1,4,PF02879,PGM_PMM_II
NP_417643.1,4,PF02880,PGM_PMM_III
NP_417645.1,3,PF00004,AAA
NP_417645.1,3,PF01434,Peptidase_M41
NP_417645.1,3,PF17862,AAA_lid_3
NP_417648.4,2,PF01272,GreA_GreB
NP_417648.4,2,PF03449,GreA_GreB_N
NP_417650.1,2,PF01018,GTP1_OBG
NP_417650.1,2,PF01926,MMR_HSR1
NP_417664.1,2,PF00571,CBS
NP_417664.1,2,PF01380,SIS
NP_417680.1,3,PF01266,DAO
NP_417680.1,3,PF03807,F420_oxidored
NP_417680.1,3,PF07992,Pyr_redox_2
NP_417701.1,2,PF13180,PDZ_2
NP_417701.1,2,PF13365,Trypsin_2
NP_417702.1,2,PF13180,PDZ_2
NP_417702.1,2,PF13365,Trypsin_2
NP_417710.1,2,PF00126,HTH_1
NP_417710.1,2,PF03466,LysR_substrate
NP_417719.1,2,PF00107,ADH_zinc_N
NP_417719.1,2,PF08240,ADH_N
NP_417722.1,4,PF00289,Biotin_carb_N
NP_417722.1,4,PF02785,Biotin_carb_C
NP_417722.1,4,PF02786,CPSase_L_D2
NP_417722.1,4,PF07478,Dala_Dala_lig_C
NP_417725.1,2,PF05175,MTS
NP_417725.1,2,PF13649,Methyltransf_25
NP_417746.1,2,PF00551,Formyl_trans_N
NP_417746.1,2,PF02911,Formyl_trans_C
NP_417747.1,3,PF01029,NusB
NP_417747.1,3,PF01189,Methyltr_RsmB-F
NP_417747.1,3,PF13649,Methyltransf_25
NP_417748.1,4,PF01210,NAD_Gly3P_dh_N
NP_417748.1,4,PF02080,TrkA_C
NP_417748.1,4,PF02254,TrkA_N
NP_417748.1,4,PF03807,F420_oxidored
NP_417755.1,2,PF00163,Ribosomal_S4
NP_417755.1,2,PF01479,S4
NP_417762.1,2,PF00333,Ribosomal_S5
NP_417762.1,2,PF03719,Ribosomal_S5_C
NP_417767.1,2,PF00281,Ribosomal_L5
NP_417767.1,2,PF00673,Ribosomal_L5_C
NP_417768.1,2,PF00467,KOW
NP_417768.1,2,PF17136,ribosomal_L24
NP_417773.1,2,PF00189,Ribosomal_S3_C
NP_417773.1,2,PF07650,KH_2
NP_417776.1,2,PF00181,Ribosomal_L2_N
NP_417776.1,2,PF03947,Ribosomal_L2_C
NP_417798.1,3,PF00009,GTP_EFTU
NP_417798.1,3,PF03143,GTP_EFTU_D3
NP_417798.1,3,PF03144,GTP_EFTU_D2
NP_417799.1,5,PF00009,GTP_EFTU
NP_417799.1,5,PF00679,EFG_C
NP_417799.1,5,PF03144,GTP_EFTU_D2
NP_417799.1,5,PF03764,EFG_IV
NP_417799.1,5,PF14492,EFG_III
NP_417809.1,2,PF00999,Na_H_Exchanger
NP_417809.1,2,PF02254,TrkA_N
NP_417811.1,3,PF00005,ABC_tran
NP_417811.1,3,PF01926,MMR_HSR1
NP_417811.1,3,PF12848,ABC_tran_Xtn
NP_417835.1,2,PF00155,Aminotran_1_2
NP_417835.1,2,PF01053,Cys_Met_Meta_PP
NP_417844.1,3,PF00702,Hydrolase
NP_417844.1,3,PF08282,Hydrolase_3
NP_417844.1,3,PF13419,HAD_2
NP_417855.4,2,PF00905,Transpeptidase
NP_417855.4,2,PF00912,Transgly
NP_417858.4,2,PF00702,Hydrolase
NP_417858.4,2,PF13419,HAD_2
NP_417863.1,3,PF00512,HisKA
NP_417863.1,3,PF00672,HAMP
NP_417863.1,3,PF02518,HATPase_c
NP_417864.1,2,PF00072,Response_reg
NP_417864.1,2,PF00486,Trans_reg_C
NP_417868.1,2,PF00009,GTP_EFTU
NP_417868.1,2,PF01926,MMR_HSR1
NP_417887.1,2,PF00534,Glycos_transf_1
NP_417887.1,2,PF13439,Glyco_transf_4
NP_417891.1,2,PF01118,Semialdhyde_dh
NP_417891.1,2,PF02774,Semialdhyde_dhC
NP_417918.1,3,PF00140,Sigma70_r1_2
NP_417918.1,3,PF04542,Sigma70_r2
NP_417918.1,3,PF04545,Sigma70_r4
NP_417921.1,2,PF00448,SRP54
NP_417921.1,2,PF02881,SRP54_N
NP_417926.1,3,PF00122,E1-E2_ATPase
NP_417926.1,3,PF00702,Hydrolase
NP_417926.1,3,PF08282,Hydrolase_3
NP_417949.1,2,PF01266,DAO
NP_417949.1,2,PF07992,Pyr_redox_2
NP_417957.1,2,PF02852,Pyr_redox_dim
NP_417957.1,2,PF07992,Pyr_redox_2
NP_417978.2,2,PF00126,HTH_1
NP_417978.2,2,PF03466,LysR_substrate
NP_417984.1,2,PF00675,Peptidase_M16
NP_417984.1,2,PF05193,Peptidase_M16_C
NP_418042.1,2,PF00126,HTH_1
NP_418042.1,2,PF03466,LysR_substrate
NP_418047.1,3,PF00009,GTP_EFTU
NP_418047.1,3,PF01926,MMR_HSR1
NP_418047.1,3,PF03144,GTP_EFTU_D2
NP_418065.1,3,PF01210,NAD_Gly3P_dh_N
NP_418065.1,3,PF03807,F420_oxidored
NP_418065.1,3,PF07479,NAD_Gly3P_dh_C
NP_418073.1,2,PF00107,ADH_zinc_N
NP_418073.1,2,PF08240,ADH_N
NP_418085.2,2,PF00534,Glycos_transf_1
NP_418085.2,2,PF13439,Glyco_transf_4
NP_418088.1,2,PF00534,Glycos_transf_1
NP_418088.1,2,PF13439,Glyco_transf_4
NP_418096.4,2,PF02441,Flavoprotein
NP_418096.4,2,PF04127,DFP
NP_418104.2,2,PF01653,DNA_ligase_aden
NP_418104.2,2,PF03120,OB_DNA_ligase
NP_418107.1,5,PF01966,HD
NP_418107.1,5,PF02824,TGS
NP_418107.1,5,PF04607,RelA_SpoT
NP_418107.1,5,PF13291,ACT_4
NP_418107.1,5,PF13328,HD_4
NP_418109.1,5,PF00270,DEAD
NP_418109.1,5,PF00271,Helicase_C
NP_418109.1,5,PF01336,tRNA_anti-codon
NP_418109.1,5,PF04851,ResIII
NP_418109.1,5,PF07517,SecA_DEAD
NP_418127.1,2,PF02775,TPP_enzyme_C
NP_418127.1,2,PF02776,TPP_enzyme_N
NP_418152.1,2,PF00702,Hydrolase
NP_418152.1,2,PF08282,Hydrolase_3
NP_418156.1,3,PF00712,DNA_pol3_beta
NP_418156.1,3,PF02767,DNA_pol3_beta_2
NP_418156.1,3,PF02768,DNA_pol3_beta_3
NP_418157.1,3,PF00004,AAA
NP_418157.1,3,PF00308,Bac_DnaA
NP_418157.1,3,PF08299,Bac_DnaA_C
NP_418167.1,2,PF00126,HTH_1
NP_418167.1,2,PF03466,LysR_substrate
NP_418171.1,2,PF00702,Hydrolase
NP_418171.1,2,PF13419,HAD_2
NP_418185.1,2,PF01380,SIS
NP_418185.1,2,PF13522,GATase_6
NP_418186.1,2,PF00132,Hexapep
NP_418186.1,2,PF00483,NTP_transferase
NP_418188.1,2,PF00006,ATP-synt_ab
NP_418188.1,2,PF02874,ATP-synt_ab_N
NP_418190.1,3,PF00006,ATP-synt_ab
NP_418190.1,3,PF00306,ATP-synt_ab_C
NP_418190.1,3,PF02874,ATP-synt_ab_N
NP_418214.2,2,PF00004,AAA
NP_418214.2,2,PF13541,ChlI
NP_418221.1,2,PF00126,HTH_1
NP_418221.1,2,PF03466,LysR_substrate
NP_418227.1,3,PF00270,DEAD
NP_418227.1,3,PF00271,Helicase_C
NP_418227.1,3,PF04851,ResIII
NP_418238.1,2,PF00155,Aminotran_1_2
NP_418238.1,2,PF00266,Aminotran_5
NP_418257.1,2,PF00702,Hydrolase
NP_418257.1,2,PF13419,HAD_2
NP_418258.1,2,PF00580,UvrD-helicase
NP_418258.1,2,PF13361,UvrD_C
NP_418272.1,2,PF00126,HTH_1
NP_418272.1,2,PF03466,LysR_substrate
NP_418300.1,3,PF00476,DNA_pol_A
NP_418300.1,3,PF01367,5_3_exonuc
NP_418300.1,3,PF02739,5_3_exonuc_N
NP_418304.1,2,PF00072,Response_reg
NP_418304.1,2,PF07724,AAA_2
NP_418305.1,2,PF00512,HisKA
NP_418305.1,2,PF02518,HATPase_c
NP_418321.4,2,PF00702,Hydrolase
NP_418321.4,2,PF13419,HAD_2
NP_418347.1,3,PF00512,HisKA
NP_418347.1,3,PF00672,HAMP
NP_418347.1,3,PF02518,HATPase_c
NP_418348.1,2,PF00072,Response_reg
NP_418348.1,2,PF00486,Trans_reg_C
NP_418366.1,2,PF00004,AAA
NP_418366.1,2,PF07724,AAA_2
NP_418370.1,4,PF00270,DEAD
NP_418370.1,4,PF00271,Helicase_C
NP_418370.1,4,PF04851,ResIII
NP_418370.1,4,PF17764,PriA_3primeBD
NP_418374.1,2,PF00155,Aminotran_1_2
NP_418374.1,2,PF01053,Cys_Met_Meta_PP
NP_418393.1,2,PF01118,Semialdhyde_dh
NP_418393.1,2,PF02774,Semialdhyde_dhC
NP_418396.1,2,PF00126,HTH_1
NP_418396.1,2,PF03466,LysR_substrate
NP_418397.2,2,PF02852,Pyr_redox_dim
NP_418397.2,2,PF07992,Pyr_redox_2
NP_418400.1,2,PF05958,tRNA_U5-meth_tr
NP_418400.1,2,PF13649,Methyltransf_25
NP_418403.1,2,PF01565,FAD_binding_4
NP_418403.1,2,PF02873,MurB_C
NP_418407.1,3,PF00009,GTP_EFTU
NP_418407.1,3,PF03143,GTP_EFTU_D3
NP_418407.1,3,PF03144,GTP_EFTU_D2
NP_418409.1,2,PF00467,KOW
NP_418409.1,2,PF02357,NusG
NP_418410.1,2,PF00298,Ribosomal_L11
NP_418410.1,2,PF03946,Ribosomal_L11_N
NP_418413.1,2,PF00542,Ribosomal_L12
NP_418413.1,2,PF16320,Ribosomal_L12_N
NP_418414.1,4,PF00562,RNA_pol_Rpb2_6
NP_418414.1,4,PF04560,RNA_pol_Rpb2_7
NP_418414.1,4,PF04565,RNA_pol_Rpb2_3
NP_418414.1,4,PF10385,RNA_pol_Rpb2_45
NP_418415.1,5,PF00623,RNA_pol_Rpb1_2
NP_418415.1,5,PF04983,RNA_pol_Rpb1_3
NP_418415.1,5,PF04997,RNA_pol_Rpb1_1
NP_418415.1,5,PF04998,RNA_pol_Rpb1_5
NP_418415.1,5,PF05000,RNA_pol_Rpb1_4
NP_418431.1,2,PF00512,HisKA
NP_418431.1,2,PF02518,HATPase_c
NP_418432.1,2,PF00004,AAA
NP_418432.1,2,PF00072,Response_reg
NP_418433.1,4,PF01071,GARS_A
NP_418433.1,4,PF02786,CPSase_L_D2
NP_418433.1,4,PF02843,GARS_C
NP_418433.1,4,PF02844,GARS_N
NP_418434.1,2,PF01808,AICARFT_IMPCHas
NP_418434.1,2,PF02142,MGS
NP_418446.1,2,PF00849,PseudoU_synth_2
NP_418446.1,2,PF01479,S4
NP_418475.1,2,PF00107,ADH_zinc_N
NP_418475.1,2,PF08240,ADH_N
NP_418476.1,2,PF00772,DnaB
NP_418476.1,2,PF03796,DnaB_C
NP_418477.1,2,PF00842,Ala_racemase_C
NP_418477.1,2,PF01168,Ala_racemase_N
NP_418482.1,4,PF00005,ABC_tran
NP_418482.1,4,PF02463,SMC_N
NP_418482.1,4,PF17755,UvrA_DNA-bind
NP_418482.1,4,PF17760,UvrA_inter
NP_418493.1,2,PF00501,AMP-binding
NP_418493.1,2,PF13193,AMP-binding_C
NP_418536.1,2,PF00512,HisKA
NP_418536.1,2,PF02518,HATPase_c
NP_418537.1,2,PF00072,Response_reg
NP_418537.1,2,PF00486,Trans_reg_C
NP_418553.1,3,PF00152,tRNA-synt_2
NP_418553.1,3,PF01336,tRNA_anti-codon
NP_418553.1,3,PF01409,tRNA-synt_2d
NP_418571.1,3,PF01132,EFP
NP_418571.1,3,PF08207,EFP_N
NP_418571.1,3,PF09285,Elong-fact-P_C
NP_418601.1,2,PF00588,SpoU_methylase
NP_418601.1,2,PF08032,SpoU_sub_bind
NP_418624.1,2,PF01281,Ribosomal_L9_N
NP_418624.1,2,PF03948,Ribosomal_L9_C
NP_418639.1,3,PF00571,CBS
NP_418639.1,3,PF01595,CNNM
NP_418639.1,3,PF03471,CorC_HlyC
NP_418654.1,3,PF01225,Mur_ligase
NP_418654.1,3,PF02875,Mur_ligase_C
NP_418654.1,3,PF08245,Mur_ligase_M
NP_418663.1,2,PF00122,E1-E2_ATPase
NP_418663.1,2,PF00702,Hydrolase
NP_418666.1,2,PF00185,OTCace
NP_418666.1,2,PF02729,OTCace_N
NP_418670.1,3,PF00106,adh_short
NP_418670.1,3,PF01370,Epimerase
NP_418670.1,3,PF13561,adh_short_C2
NP_418675.1,2,PF00185,OTCace
NP_418675.1,2,PF02729,OTCace_N
NP_418679.1,5,PF00133,tRNA-synt_1
NP_418679.1,5,PF08264,Anticodon_1
NP_418679.1,5,PF09334,tRNA-synt_1g
NP_418679.1,5,PF10458,Val_tRNA-synt_C
NP_418679.1,5,PF13603,tRNA-synt_1_2
NP_418687.1,2,PF00106,adh_short
NP_418687.1,2,PF13561,adh_short_C2
NP_418688.1,2,PF00107,ADH_zinc_N
NP_418688.1,2,PF08240,ADH_N
NP_418690.4,2,PF00107,ADH_zinc_N
NP_418690.4,2,PF08240,ADH_N
NP_418713.1,2,PF04542,Sigma70_r2
NP_418713.1,2,PF04545,Sigma70_r4
NP_418747.1,2,PF00126,HTH_1
NP_418747.1,2,PF03466,LysR_substrate
NP_418770.2,3,PF00270,DEAD
NP_418770.2,3,PF00271,Helicase_C
NP_418770.2,3,PF04851,ResIII
NP_418778.4,2,PF00107,ADH_zinc_N
NP_418778.4,2,PF08240,ADH_N
NP_418781.1,2,PF00004,AAA
NP_418781.1,2,PF00308,Bac_DnaA
NP_418788.1,2,PF05175,MTS
NP_418788.1,2,PF13649,Methyltransf_25
NP_418791.1,2,PF00702,Hydrolase
NP_418791.1,2,PF13419,HAD_2
NP_418792.1,3,PF00009,GTP_EFTU
NP_418792.1,3,PF01926,MMR_HSR1
NP_418792.1,3,PF03144,GTP_EFTU_D2
NP_418805.1,2,PF00702,Hydrolase
NP_418805.1,2,PF08282,Hydrolase_3
NP_418806.1,2,PF03796,DnaB_C
NP_418806.1,2,PF13541,ChlI
NP_418807.4,2,PF01381,HTH_3
NP_418807.4,2,PF01467,CTP_transf_like
NP_418808.1,3,PF00005,ABC_tran
NP_418808.1,3,PF01926,MMR_HSR1
NP_418808.1,3,PF12848,ABC_tran_Xtn
NP_418815.1,2,PF00072,Response_reg
NP_418815.1,2,PF00486,Trans_reg_C
NP_418816.1,3,PF00512,HisKA
NP_418816.1,3,PF00672,HAMP
NP_418816.1,3,PF02518,HATPase_c
NP_418818.1,2,PF00072,Response_reg
NP_418818.1,2,PF00486,Trans_reg_C
YP_009518751.1,3,PF00004,AAA
YP_009518751.1,3,PF05496,RuvB_N
YP_009518751.1,3,PF13177,DNA_pol3_delta2
YP_009518822.1,2,PF01138,RNase_PH
YP_009518822.1,2,PF03725,RNase_PH_C
YP_010051172.1,2,PF00905,Transpeptidase
YP_010051172.1,2,PF00912,Transgly
YP_010051194.1,4,PF00004,AAA
YP_010051194.1,4,PF07724,AAA_2
YP_010051194.1,4,PF10431,ClpB_D2-small
YP_010051194.1,4,PF17871,AAA_lid_9
YP_010283915.1,5,PF00009,GTP_EFTU
YP_010283915.1,5,PF01926,MMR_HSR1
YP_010283915.1,5,PF03144,GTP_EFTU_D2
YP_010283915.1,5,PF04760,IF2_N
YP_010283915.1,5,PF11987,IF-2
YP_010283916.1,5,PF00009,GTP_EFTU
YP_010283916.1,5,PF01926,MMR_HSR1
YP_010283916.1,5,PF03144,GTP_EFTU_D2
YP_010283916.1,5,PF04760,IF2_N
YP_010283916.1,5,PF11987,IF-2
YP_025294.2,2,PF02775,TPP_enzyme_C
YP_025294.2,2,PF02776,TPP_enzyme_N
YP_026170.1,3,PF02769,AIRS_C
YP_026170.1,3,PF13507,GATase_5
YP_026170.1,3,PF18072,FGAR-AT_linker
YP_026171.3,3,PF00571,CBS
YP_026171.3,3,PF01595,CNNM
YP_026171.3,3,PF03471,CorC_HlyC
YP_026185.1,2,PF00185,OTCace
YP_026185.1,2,PF02729,OTCace_N
YP_026187.1,2,PF00107,ADH_zinc_N
YP_026187.1,2,PF08240,ADH_N
YP_026188.1,3,PF00456,Transketolase_N
YP_026188.1,3,PF02779,Transket_pyr
YP_026188.1,3,PF02780,Transketolase_C
YP_026207.1,3,PF00072,Response_reg
YP_026207.1,3,PF00512,HisKA
YP_026207.1,3,PF02518,HATPase_c
YP_026216.2,2,PF01272,GreA_GreB
YP_026216.2,2,PF03449,GreA_GreB_N
YP_026241.1,4,PF00204,DNA_gyraseB
YP_026241.1,4,PF00986,DNA_gyraseB_C
YP_026241.1,4,PF01751,Toprim
YP_026241.1,4,PF02518,HATPase_c
YP_026246.1,2,PF00126,HTH_1
YP_026246.1,2,PF03466,LysR_substrate
YP_026251.1,2,PF00580,UvrD-helicase
YP_026251.1,2,PF13361,UvrD_C
YP_026263.3,3,PF00270,DEAD
YP_026263.3,3,PF00271,Helicase_C
YP_026263.3,3,PF04851,ResIII
YP_026267.1,2,PF00702,Hydrolase
YP_026267.1,2,PF08282,Hydrolase_3
YP_026274.1,4,PF00009,GTP_EFTU
YP_026274.1,4,PF00679,EFG_C
YP_026274.1,4,PF01926,MMR_HSR1
YP_026274.1,4,PF03144,GTP_EFTU_D2
