protein,num_pfams,pfam_accession,pfam_name
NP_417481.1,1,PF01053,Cys_Met_Meta_PP
NP_417482.1,1,PF09335,VTT_dom
NP_417490.1,1,PF01553,Acyltransferase
NP_417492.1,1,PF00496,SBP_bac_5
NP_417504.1,1,PF00149,Metallophos
NP_417506.1,1,PF00293,NUDIX
NP_417536.1,1,PF00814,TsaD
NP_417540.1,1,PF03167,UDG
NP_417543.1,1,PF00672,HAMP
NP_417545.1,1,PF01588,tRNA_bind
NP_417553.1,1,PF01381,HTH_3
NP_417564.2,1,PF07690,MFS_1
NP_417566.1,1,PF09335,VTT_dom
NP_417587.1,1,PF00291,PALP
NP_417596.1,1,PF07690,MFS_1
NP_417605.1,1,PF01380,SIS
NP_417615.1,1,PF00590,TP_methylase
NP_417618.1,1,PF01380,SIS
NP_417624.1,1,PF01541,GIY-YIG
NP_417625.1,1,PF00583,Acetyltransf_1
NP_417634.1,1,PF00312,Ribosomal_S15
NP_417635.1,1,PF01509,TruB_N
NP_417636.1,1,PF02033,RBFA
NP_417639.6,1,PF02576,RimP_N
NP_417642.1,1,PF03840,SecG
NP_417644.4,1,PF00809,Pterin_bind
NP_417651.1,1,PF00892,EamA
NP_417652.1,1,PF01016,Ribosomal_L27
NP_417653.1,1,PF00829,Ribosomal_L21p
NP_417654.1,1,PF00348,polyprenyl_synt
NP_417656.1,1,PF00275,EPSP_synthase
NP_417662.1,1,PF00005,ABC_tran
NP_417665.1,1,PF08282,Hydrolase_3
NP_417668.1,1,PF00005,ABC_tran
NP_417670.1,1,PF02482,Ribosomal_S30AE
NP_417675.1,1,PF00912,Transgly
NP_417678.1,1,PF04055,Radical_SAM
NP_417691.4,1,PF07690,MFS_1
NP_417692.1,1,PF00701,DHDPS
NP_417697.1,1,PF00380,Ribosomal_S9
NP_417698.1,1,PF00572,Ribosomal_L13
NP_417713.2,1,PF00575,S1
NP_417717.2,1,PF00012,HSP70
NP_417721.1,1,PF00364,Biotin_lipoyl
NP_417726.1,1,PF01207,Dus
NP_417728.4,1,PF03602,Cons_hypoth95
NP_417730.1,1,PF00440,TetR_N
NP_417736.2,1,PF00528,BPD_transp_1
NP_417737.1,1,PF00005,ABC_tran
NP_417738.4,1,PF00132,Hexapep
NP_417740.1,1,PF08501,Shikimate_dh_N
NP_417741.1,1,PF01300,Sua5_yciO_yrdC
NP_417745.1,1,PF01327,Pep_deformylase
NP_417751.1,1,PF13411,MerR_1
NP_417753.1,1,PF01196,Ribosomal_L17
NP_417754.1,1,PF03118,RNA_pol_A_CTD
NP_417757.1,1,PF00416,Ribosomal_S13
NP_417759.1,1,PF00344,SecY
NP_417760.1,1,PF00828,Ribosomal_L27A
NP_417763.1,1,PF00861,Ribosomal_L18p
NP_417764.1,1,PF00347,Ribosomal_L6
NP_417765.1,1,PF00410,Ribosomal_S8
NP_417766.1,1,PF00253,Ribosomal_S14
NP_417769.1,1,PF00238,Ribosomal_L14
NP_417770.1,1,PF00366,Ribosomal_S17
NP_417771.1,1,PF00831,Ribosomal_L29
NP_417772.1,1,PF00252,Ribosomal_L16
NP_417774.1,1,PF00237,Ribosomal_L22
NP_417775.1,1,PF00203,Ribosomal_S19
NP_417777.1,1,PF00276,Ribosomal_L23
NP_417778.1,1,PF00573,Ribosomal_L4
NP_417779.1,1,PF00297,Ribosomal_L3
NP_417780.1,1,PF00338,Ribosomal_S10
NP_417785.1,1,PF00437,T2SSE
NP_417800.1,1,PF00177,Ribosomal_S7
NP_417801.1,1,PF00164,Ribosom_S12_S23
NP_417806.1,1,PF00254,FKBP_C
NP_417808.1,1,PF00254,FKBP_C
NP_417818.1,1,PF00155,Aminotran_1_2
NP_417819.1,1,PF00117,GATase
NP_417822.1,1,PF00160,Pro_isomerase
NP_417823.1,1,PF07690,MFS_1
NP_417824.1,1,PF07992,Pyr_redox_2
NP_417827.1,1,PF00590,TP_methylase
NP_417830.4,1,PF01380,SIS
NP_417833.1,1,PF00294,PfkB
NP_417840.1,1,PF01168,Ala_racemase_N
NP_417843.1,1,PF00579,tRNA-synt_1b
NP_417845.1,1,PF00834,Ribul_P_3_epim
NP_417848.1,1,PF01761,DHQ_synthase
NP_417856.1,1,PF00293,NUDIX
NP_417859.1,1,PF01479,S4
NP_417866.4,1,PF00575,S1
NP_417872.2,1,PF00156,Pribosyltran
NP_417880.1,1,PF00004,AAA
NP_417883.1,1,PF00581,Rhodanese
NP_417884.1,1,PF01266,DAO
NP_417888.1,1,PF00483,NTP_transferase
NP_417894.2,1,PF01202,SKI
NP_417898.1,1,PF00583,Acetyltransf_1
NP_417907.2,1,PF00005,ABC_tran
NP_417908.1,1,PF00528,BPD_transp_1
NP_417909.1,1,PF00528,BPD_transp_1
NP_417911.4,1,PF00005,ABC_tran
NP_417912.1,1,PF00005,ABC_tran
NP_417916.1,1,PF00583,Acetyltransf_1
NP_417919.1,1,PF02687,FtsX
NP_417920.1,1,PF00005,ABC_tran
NP_417922.1,1,PF03602,Cons_hypoth95
NP_417930.2,1,PF07690,MFS_1
NP_417931.4,1,PF01594,AI-2E_transport
NP_417932.1,1,PF01648,ACPS
NP_417933.1,1,PF00496,SBP_bac_5
NP_417934.1,1,PF00528,BPD_transp_1
NP_417935.1,1,PF00528,BPD_transp_1
NP_417936.1,1,PF00005,ABC_tran
NP_417937.1,1,PF00005,ABC_tran
NP_417953.1,1,PF07690,MFS_1
NP_417977.1,1,PF04545,Sigma70_r4
NP_417980.1,1,PF07690,MFS_1
NP_417983.2,1,PF00294,PfkB
NP_417990.4,1,PF00535,Glycos_transf_2
NP_417997.1,1,PF00005,ABC_tran
NP_417998.1,1,PF00005,ABC_tran
NP_417999.1,1,PF00528,BPD_transp_1
NP_418000.1,1,PF00528,BPD_transp_1
NP_418001.1,1,PF00496,SBP_bac_5
NP_418003.1,1,PF07690,MFS_1
NP_418006.1,1,PF00583,Acetyltransf_1
NP_418009.2,1,PF02826,2-Hacid_dh_C
NP_418011.1,1,PF01381,HTH_3
NP_418016.1,1,PF05746,DALR_1
NP_418024.1,1,PF00005,ABC_tran
NP_418038.1,1,PF00215,OMPdecase
NP_418045.4,1,PF00171,Aldedh
NP_418063.1,1,PF00588,SpoU_methylase
NP_418064.1,1,PF00132,Hexapep
NP_418068.1,1,PF00581,Rhodanese
NP_418072.1,1,PF00535,Glycos_transf_2
NP_418074.1,1,PF00155,Aminotran_1_2
NP_418076.1,1,PF01370,Epimerase
NP_418090.1,1,PF00534,Glycos_transf_1
NP_418091.1,1,PF01467,CTP_transf_like
NP_418093.1,1,PF00471,Ribosomal_L33
NP_418094.1,1,PF00830,Ribosomal_L28
NP_418098.4,1,PF00440,TetR_N
NP_418099.1,1,PF00156,Pribosyltran
NP_418105.1,1,PF00625,Guanylate_kin
NP_418108.1,1,PF00588,SpoU_methylase
NP_418115.1,1,PF07690,MFS_1
NP_418116.1,1,PF00892,EamA
NP_418118.2,1,PF07690,MFS_1
NP_418121.1,1,PF01979,Amidohydro_1
NP_418122.1,1,PF07690,MFS_1
NP_418123.2,1,PF07690,MFS_1
NP_418124.4,1,PF02518,HATPase_c
NP_418125.1,1,PF00072,Response_reg
NP_418129.2,1,PF07690,MFS_1
NP_418140.4,1,PF02080,TrkA_C
NP_418145.2,1,PF01266,DAO
NP_418146.4,1,PF07690,MFS_1
NP_418155.1,1,PF02463,SMC_N
NP_418161.1,1,PF02096,60KD_IMP
NP_418162.1,1,PF01926,MMR_HSR1
NP_418164.4,1,PF00155,Aminotran_1_2
NP_418166.1,1,PF07690,MFS_1
NP_418181.1,1,PF00005,ABC_tran
NP_418182.1,1,PF00528,BPD_transp_1
NP_418183.1,1,PF00528,BPD_transp_1
NP_418187.1,1,PF02823,ATP-synt_DE_N
NP_418189.1,1,PF00231,ATP-synt
NP_418191.1,1,PF00213,OSCP
NP_418192.1,1,PF00430,ATP-synt_B
NP_418193.1,1,PF00137,ATP-synt_C
NP_418194.1,1,PF00119,ATP-synt_A
NP_418196.1,1,PF02527,GidB
NP_418205.1,1,PF00005,ABC_tran
NP_418208.1,1,PF00294,PfkB
NP_418210.1,1,PF07690,MFS_1
NP_418220.1,1,PF00291,PALP
NP_418228.2,1,PF00085,Thioredoxin
NP_418230.1,1,PF00006,ATP-synt_ab
NP_418231.1,1,PF00953,Glycos_transf_4
NP_418236.1,1,PF00483,NTP_transferase
NP_418256.1,1,PF00589,Phage_integrase
NP_418264.4,1,PF03061,4HBT
NP_418271.1,1,PF00892,EamA
NP_418275.1,1,PF01048,PNP_UDP_1
NP_418284.1,1,PF02357,NusG
NP_418289.1,1,PF00557,Peptidase_M24
NP_418299.1,1,PF01553,Acyltransferase
NP_418301.3,1,PF01926,MMR_HSR1
NP_418303.2,1,PF04055,Radical_SAM
NP_418306.1,1,PF00120,Gln-synt_C
NP_418310.1,1,PF07690,MFS_1
NP_418313.4,1,PF07690,MFS_1
NP_418318.1,1,PF03807,F420_oxidored
NP_418319.2,1,PF00294,PfkB
NP_418324.1,1,PF00583,Acetyltransf_1
NP_418350.1,1,PF01545,Cation_efflux
NP_418354.1,1,PF00121,TIM
NP_418371.1,1,PF01197,Ribosomal_L31
NP_418375.1,1,PF00696,AA_kinase
NP_418378.4,1,PF00892,EamA
NP_418387.3,1,PF04055,Radical_SAM
NP_418392.1,1,PF01546,Peptidase_M20
NP_418394.3,1,PF00696,AA_kinase
NP_418395.1,1,PF00206,Lyase_1
NP_418398.3,1,PF00440,TetR_N
NP_418402.2,1,PF01177,Asp_Glu_race
NP_418404.1,1,PF03099,BPL_LplA_LipB
NP_418411.1,1,PF00687,Ribosomal_L1
NP_418412.1,1,PF00466,Ribosomal_L10
NP_418417.1,1,PF04055,Radical_SAM
NP_418428.1,1,PF00216,Bac_DNA_binding
NP_418436.1,1,PF00583,Acetyltransf_1
NP_418443.1,1,PF00809,Pterin_bind
NP_418448.1,1,PF00696,AA_kinase
NP_418449.1,1,PF00342,PGI
NP_418455.1,1,PF07690,MFS_1
NP_418456.1,1,PF00528,BPD_transp_1
NP_418457.1,1,PF00528,BPD_transp_1
NP_418459.1,1,PF00005,ABC_tran
NP_418465.4,1,PF01553,Acyltransferase
NP_418467.1,1,PF00717,Peptidase_S24
NP_418468.3,1,PF01554,MatE
NP_418473.3,1,PF01207,Dus
NP_418478.1,1,PF00155,Aminotran_1_2
NP_418483.1,1,PF00436,SSB
NP_418487.1,1,PF13411,MerR_1
NP_418489.1,1,PF00999,Na_H_Exchanger
NP_418506.1,1,PF00364,Biotin_lipoyl
NP_418507.2,1,PF00753,Lactamase_B
NP_418509.1,1,PF00834,Ribul_P_3_epim
NP_418511.1,1,PF00005,ABC_tran
NP_418513.4,1,PF01380,SIS
NP_418517.1,1,PF00583,Acetyltransf_1
NP_418519.1,1,PF01979,Amidohydro_1
NP_418520.1,1,PF00005,ABC_tran
NP_418530.1,1,PF00005,ABC_tran
NP_418533.1,1,PF01926,MMR_HSR1
NP_418535.1,1,PF07690,MFS_1
NP_418548.1,1,PF00072,Response_reg
NP_418549.1,1,PF02518,HATPase_c
NP_418551.1,1,PF00583,Acetyltransf_1
NP_418554.1,1,PF07690,MFS_1
NP_418557.1,1,PF00486,Trans_reg_C
NP_418559.1,1,PF00085,Thioredoxin
NP_418562.4,1,PF00206,Lyase_1
NP_418566.1,1,PF00166,Cpn10
NP_418567.1,1,PF00118,Cpn60_TCP1
NP_418570.1,1,PF04055,Radical_SAM
NP_418578.1,1,PF07992,Pyr_redox_2
NP_418579.2,1,PF00152,tRNA-synt_2
NP_418583.1,1,PF00924,MS_channel_2nd
NP_418585.4,1,PF01926,MMR_HSR1
NP_418586.4,1,PF00929,RNase_T
NP_418589.1,1,PF02367,TsaE
NP_418591.1,1,PF02518,HATPase_c
NP_418592.1,1,PF01715,IPPT
NP_418594.1,1,PF01926,MMR_HSR1
NP_418598.1,1,PF00709,Adenylsucc_synt
NP_418600.4,1,PF00575,S1
NP_418617.1,1,PF00215,OMPdecase
NP_418621.5,1,PF01250,Ribosomal_S6
NP_418622.1,1,PF00436,SSB
NP_418623.1,1,PF01084,Ribosomal_S18
NP_418628.4,1,PF00254,FKBP_C
NP_418631.2,1,PF00892,EamA
NP_418632.1,1,PF01370,Epimerase
NP_418634.1,1,PF00149,Metallophos
NP_418659.1,1,PF03477,ATP-cone
NP_418672.4,1,PF00440,TetR_N
NP_418684.1,1,PF04851,ResIII
NP_418689.1,1,PF01202,SKI
NP_418699.4,1,PF07690,MFS_1
NP_418707.1,1,PF00005,ABC_tran
NP_418718.4,1,PF00701,DHDPS
NP_418721.1,1,PF00834,Ribul_P_3_epim
NP_418726.1,1,PF13649,Methyltransf_25
NP_418727.1,1,PF00583,Acetyltransf_1
NP_418732.1,1,PF00589,Phage_integrase
NP_418733.1,1,PF00589,Phage_integrase
NP_418748.1,1,PF01979,Amidohydro_1
NP_418752.1,1,PF07690,MFS_1
NP_418757.1,1,PF07690,MFS_1
NP_418760.1,1,PF00155,Aminotran_1_2
NP_418766.4,1,PF00004,AAA
NP_418775.1,1,PF00672,HAMP
NP_418776.1,1,PF07690,MFS_1
NP_418790.1,1,PF00583,Acetyltransf_1
NP_418796.1,1,PF04055,Radical_SAM
NP_418801.1,1,PF01048,PNP_UDP_1
NP_418803.1,1,PF03099,BPL_LplA_LipB
NP_418812.1,1,PF00300,His_Phos_1
NP_418820.1,1,PF00588,SpoU_methylase
YP_009518746.1,1,PF03466,LysR_substrate
YP_009518786.1,1,PF07690,MFS_1
YP_010051217.1,1,PF00004,AAA
YP_010283911.1,1,PF02518,HATPase_c
YP_025293.1,1,PF07690,MFS_1
YP_025300.1,1,PF00005,ABC_tran
YP_025306.1,1,PF07690,MFS_1
YP_025307.1,1,PF01554,MatE
YP_026168.2,1,PF00528,BPD_transp_1
YP_026169.1,1,PF00266,Aminotran_5
YP_026172.1,1,PF02463,SMC_N
YP_026173.1,1,PF01926,MMR_HSR1
YP_026183.1,1,PF01565,FAD_binding_4
YP_026191.1,1,PF01565,FAD_binding_4
YP_026196.1,1,PF04055,Radical_SAM
YP_026209.1,1,PF00528,BPD_transp_1
YP_026211.1,1,PF02481,DNA_processg_A
YP_026215.2,1,PF01202,SKI
YP_026225.1,1,PF00005,ABC_tran
YP_026231.1,1,PF00155,Aminotran_1_2
YP_026247.1,1,PF01063,Aminotran_4
YP_026255.1,1,PF01370,Epimerase
YP_026256.2,1,PF00583,Acetyltransf_1
YP_026259.1,1,PF04055,Radical_SAM
YP_026262.1,1,PF00892,EamA
YP_026269.1,1,PF13649,Methyltransf_25
YP_026271.1,1,PF01026,TatD_DNase
YP_026272.1,1,PF00109,ketoacyl-synt
YP_026275.1,1,PF07690,MFS_1
YP_026278.1,1,PF00391,PEP-utilizers
YP_026280.1,1,PF00293,NUDIX
YP_026282.1,1,PF00005,ABC_tran
YP_026286.1,1,PF00005,ABC_tran
YP_026287.1,1,PF00583,Acetyltransf_1
YP_026291.2,1,PF01026,TatD_DNase
YP_588462.1,1,PF00892,EamA
